,latitude,longitude,addr,amenity
549,51.9869492,4.3556546,3,['fuel']
550,51.9852631,4.363563,3,[]
551,51.9852072,4.3613394,4,[]
552,51.9847597,4.3524684,3,[]
553,51.981064,4.357952,1,[]
554,51.9857735,4.3718753,3,[]
555,51.9847704,4.3655278,2,[]
556,51.9853739,4.3628694,2,[]
557,51.9862056,4.3568837,1,[]
558,51.9835942,4.348192,2,[]
559,51.9810501,4.3589181,1,[]
560,51.9876922,4.3636931,2,[]
561,51.9860947,4.3633061,1,[]
562,51.9833936,4.3482049,1,[]
563,51.9846853,4.352499,3,[]
564,51.9822832,4.3602137,1,[]
565,51.9784878,4.3432973,8,[]
566,51.9835414,4.3393728,1,[]
567,51.9830586,4.339996,1,[]
568,51.9788231,4.3418839,1,[]
569,51.9845044,4.3479195,27,[]
570,51.9819207,4.3605273,2,[]
571,51.9749961,4.3581095,1,[]
572,51.9834871,4.3587359,13,[]
573,51.97997,4.3570301,1,[]
574,51.9857829,4.3568067,1,[]
575,51.9799564,4.3470488,1,[]
576,51.9833759,4.3587818,1,[]
577,51.9827296,4.3380713,1,[]
578,51.9868196,4.3548228,1,[]
579,51.9812176,4.3636476,1,[]
580,51.9840576,4.3513088,1,[]
581,51.9799888,4.3570222,1,[]
582,51.986869,4.356229,1,[]
583,51.979438,4.3701707,1,[]
584,51.9871866,4.3638973,3,[]
585,51.9813432,4.3454746,1,[]
586,51.9811507,4.3570524,1,[]
587,51.9832616,4.3571414,1,[]
588,51.9801914,4.3382993,2,[]
589,51.9820967,4.3647744,11,[]
590,51.9845645,4.3575159,1,[]
591,51.9821582,4.3374504,1,[]
592,51.9804427,4.3559047,13,[]
593,51.9790399,4.3397461,1,[]
594,51.9858725,4.3507102,9,[]
595,51.9868932,4.356383,1,[]
596,51.9868747,4.3626575,1,[]
597,51.9815174,4.3671397,1,[]
598,51.9821571,4.3393297,3,[]
599,51.9837383,4.3406332,1,[]
600,51.9800025,4.3383767,4,[]
601,51.9868991,4.3553333,1,[]
602,51.9802706,4.3569034,4,[]
603,51.9852683,4.3503395,2,[]
604,51.982133,4.3617006,5,[]
605,51.9852544,4.351497,1,[]
606,51.9886518,4.3746071,13,[]
607,51.9797542,4.3458388,8,[]
608,51.9841288,4.3642151,4,[]
609,51.9865014,4.3596258,3,[]
610,51.9777791,4.3807942,1,[]
611,51.9805825,4.3597563,1,[]
612,51.9816606,4.3431884,1,[]
613,51.9878531,4.364394,12,[]
614,51.9824665,4.3565073,1,[]
615,51.9825289,4.337215,1,[]
616,51.9841174,4.3518416,1,[]
617,51.9822567,4.3455344,1,[]
618,51.9897789,4.3739926,2,[]
619,51.9851387,4.356159,1,[]
620,51.9785656,4.3402176,1,[]
621,51.9828574,4.3389734,1,[]
622,51.9875643,4.3630887,1,[]
623,51.9874466,4.3613126,4,[]
624,51.9810555,4.3589533,3,[]
625,51.9848627,4.365826,4,[]
626,51.9853787,4.3635144,2,[]
627,51.9869171,4.3565362,2,[]
628,51.982438,4.3563246,2,[]
629,51.9858682,4.3635871,1,[]
630,51.9841439,4.3492055,1,[]
631,51.9783674,4.3454856,3,[]
632,51.9845505,4.3577217,2,[]
633,51.9809895,4.3579825,1,[]
634,51.9802862,4.3491697,4,[]
635,51.9770793,4.3818376,1,[]
636,51.9834315,4.3528095,1,[]
637,51.9816194,4.3366119,8,[]
638,51.9835716,4.3507067,2,[]
639,51.9785662,4.3477638,2,[]
640,51.9837835,4.340922,1,[]
641,51.985536,4.3647093,1,[]
642,51.9948752,4.3869575,7,[]
643,51.9850524,4.3584428,1,[]
644,51.9826858,4.3371752,1,[]
645,51.9850562,4.3572262,1,[]
646,51.9864347,4.3648605,4,[]
647,51.9808152,4.3393331,17,[]
648,51.985199,4.3523529,1,[]
649,51.9808069,4.3611319,1,[]
650,51.980782,4.3609799,1,[]
651,51.9812,4.3635402,1,[]
652,51.9840652,4.3457284,2,[]
653,51.978799,4.3417313,1,[]
654,51.9817632,4.3561402,1,[]
655,51.9823795,4.3559686,2,[]
656,51.9829466,4.3389368,1,[]
657,51.9831886,4.3562678,3,[]
658,51.9809791,4.3572752,2,[]
659,51.986147,4.3638895,4,[]
660,51.9820928,4.3393594,1,[]
661,51.9825346,4.3457238,1,['doctors']
662,51.9796934,4.3479268,2,[]
663,51.9830322,4.3397604,1,[]
664,51.9798962,4.3478354,3,[]
665,51.9813665,4.3645615,1,[]
666,51.9847134,4.3489878,6,[]
667,51.9829941,4.3426406,12,[]
668,51.984801,4.3565914,1,[]
669,51.9865598,4.3643889,1,[]
670,51.9847153,4.3624608,1,[]
671,51.9870654,4.3575925,2,[]
672,51.9873418,4.3641371,10,[]
673,51.9827035,4.3405562,1,[]
674,51.98475,4.3648729,5,[]
675,51.9793699,4.3418007,1,[]
676,51.9824433,4.3400021,1,[]
677,51.9886384,4.3745081,17,[]
678,51.9868142,4.3547883,1,[]
679,51.9791645,4.3395933,1,[]
680,51.9828647,4.3662922,3,[]
681,51.9836443,4.3493176,3,[]
682,51.983373,4.345111,5,[]
683,51.9836765,4.3402379,1,[]
684,51.9805605,4.3596215,1,[]
685,51.9841247,4.3486318,1,[]
686,51.9820614,4.3489473,4,[]
687,51.9793019,4.3413675,2,[]
688,51.9788679,4.3387618,1,[]
689,51.9820148,4.3425143,1,[]
690,51.9870274,4.3572414,1,[]
691,51.9841193,4.3454912,3,[]
692,51.9816873,4.3574708,1,[]
693,51.9805845,4.3468129,1,[]
694,51.9873173,4.3581674,12,[]
695,51.983297,4.3519461,2,[]
696,51.9822851,4.3599924,6,[]
697,51.9825414,4.3621219,2,[]
698,51.9843085,4.3633307,4,[]
699,51.9780244,4.3447123,1,[]
700,51.9818421,4.3674985,1,[]
701,51.9846356,4.3569729,1,[]
702,51.9787224,4.3447433,2,[]
703,51.9861319,4.3715607,4,[]
704,51.9821006,4.3551748,6,[]
705,51.9873199,4.3610661,2,[]
706,51.9789524,4.349193,3,[]
707,51.9840391,4.3513165,1,[]
708,51.9849454,4.3660056,2,[]
709,51.9845714,4.3483516,4,[]
710,51.9848188,4.3582038,2,[]
711,51.9789277,4.3502043,2,[]
712,51.9822524,4.3374117,1,[]
713,51.9791623,4.3403108,2,[]
714,51.9805598,4.3466675,1,[]
715,51.9816139,4.3559265,1,[]
716,51.9791238,4.3400651,1,[]
717,51.9831225,4.3404044,1,[]
718,51.9800279,4.3576806,1,[]
719,51.9863366,4.3564329,8,[]
720,51.986517,4.3580246,1,[]
721,51.9811592,4.3379031,1,[]
722,51.9833195,4.35209,1,[]
723,51.9823962,4.3558379,2,[]
724,51.9861816,4.35673,1,[]
725,51.9817988,4.3672283,2,[]
726,51.9805779,4.3597278,1,[]
727,51.9854723,4.3618021,1,[]
728,51.9872398,4.3589747,3,[]
729,51.9855026,4.3617898,2,[]
730,51.9804284,4.3459088,13,[]
731,51.9841371,4.3491632,1,[]
