,latitude,longitude,amenity
440,51.9798950,4.3580503,
441,51.9855358,4.3478691,
442,51.9873977,4.3682019,
443,51.9808955,4.3439127,
444,51.9821590,4.3653787,
445,51.9839630,4.3500176,
446,51.9829222,4.3438207,
447,51.9804464,4.3393184,
448,51.9867656,4.3716413,
449,51.9823567,4.3455606,
450,51.9790663,4.3504187,
451,51.9859427,4.3617806,
452,51.9809427,4.3426407,
453,51.9824550,4.3475555,
454,51.9837089,4.3649674,
455,51.9832642,4.3661663,
456,51.9803789,4.3373225,
457,51.9838707,4.3481849,
458,51.9811484,4.3598620,
459,51.9841329,4.3524421,
460,51.9839087,4.3516028,
461,51.9861131,4.3628556,
462,51.9837171,4.3448536,
463,51.9847371,4.3515485,
464,51.9786778,4.3387601,
465,51.9818655,4.3473962,
466,51.9822400,4.3498468,
467,51.9852212,4.3604054,
468,51.9798830,4.3428311,
469,51.9875615,4.3723513,
470,51.9862477,4.3652283,
471,51.9866045,4.3648517,
472,51.9828366,4.3418448,
473,51.9817332,4.3716421,
474,51.9781222,4.3440815,
475,51.9864528,4.3715310,
476,51.9847549,4.3632900,
477,51.9829789,4.3601532,
478,51.9827617,4.3642902,
479,51.9825051,4.3366373,
480,51.9803356,4.3484772,
481,51.9861137,4.3579783,
482,51.9866526,4.3558092,
483,51.9811426,4.3451350,
484,51.9812491,4.3611488,
485,51.9829620,4.3404222,
486,51.9827018,4.3504017,
487,51.9849875,4.3611072,
488,51.9820675,4.3487623,
489,51.9827353,4.3674887,
490,51.9867290,4.3591794,
491,51.9870866,4.3630011,
492,51.9798091,4.3407885,
493,51.9860332,4.3568486,
494,51.9853275,4.3637511,
495,51.9842642,4.3486337,
496,51.9835428,4.3598419,
497,51.9798834,4.3491127,
498,51.9804529,4.3469677,
499,51.9822956,4.3451077,
500,51.9823278,4.3664191,
501,51.9796974,4.3423117,
502,51.9798294,4.3474848,
503,51.9835677,4.3555530,
504,51.9813421,4.3391324,
505,51.9813098,4.3457985,
506,51.9824605,4.3607983,
507,51.9825053,4.3549517,
508,51.9809338,4.3579052,
509,51.9862298,4.3584679,
510,51.9863717,4.3596491,
511,51.9840854,4.3651644,
512,51.9819569,4.3636068,
513,51.9859616,4.3656529,
514,51.9876045,4.3554871,
515,51.9817868,4.3590732,
516,51.9816004,4.3565814,
517,51.9846187,4.3624267,
518,51.9846168,4.3502431,
519,51.9834902,4.3479172,
520,51.9803431,4.3579669,
521,51.9840283,4.3587853,
522,51.9807321,4.3370841,
523,51.9782634,4.3449487,
524,51.9824078,4.3401741,
525,51.9830814,4.3455266,
526,51.9820865,4.3365579,
527,51.9821756,4.3426808,
528,51.9814577,4.3399736,
529,51.9801276,4.3367356,
530,51.9825515,4.3460107,
531,51.9825453,4.3423138,
532,51.9877142,4.3640721,
533,51.9779986,4.3431920,
534,51.9819710,4.3605640,
535,51.9826318,4.3478440,
536,51.9862607,4.3642734,
537,51.9848541,4.3642544,
538,51.9797216,4.3375020,
539,51.9809444,4.3446397,
540,51.9793528,4.3507472,
541,51.9791123,4.3477855,
542,51.9816118,4.3572141,
543,51.9852410,4.3520441,
544,51.9870281,4.3625334,
545,51.9837775,4.3583657,
546,51.9805433,4.3562987,
547,51.9826923,4.3429794,
548,51.9857320,4.3611323,
549,51.9832989,4.3576389,
550,51.9830654,4.3565845,
551,51.9821991,4.3584902,
552,51.9840183,4.3641205,
553,51.9914138,4.3725089,
554,51.9827720,4.3434886,
555,51.9860544,4.3604146,
556,51.9850647,4.3480340,
557,51.9850078,4.3575406,
558,51.9850530,4.3651446,
559,51.9822722,4.3619043,
560,51.9812946,4.3372099,
561,51.9839007,4.3631231,
562,51.9829173,4.3635310,
563,51.9784771,4.3491810,
564,51.9785063,4.3479989,
565,51.9810121,4.3590786,
566,51.9792648,4.3399402,
567,51.9818341,4.3428299,
568,51.9831587,4.3462218,
569,51.9878404,4.3714649,
570,51.9840176,4.3596678,
571,51.9821358,4.3386620,
572,51.9834143,4.3670903,
573,51.9829450,4.3668309,
574,51.9848902,4.3530345,
575,51.9854527,4.3581131,
576,51.9845860,4.3639726,
577,51.9841457,4.3737280,
578,51.9856877,4.3605210,
579,51.9910798,4.3727134,
580,51.9838004,4.3570222,
581,51.9924427,4.3824004,
582,51.9826983,4.3555173,
583,51.9874669,4.3609008,
584,51.9843499,4.3660441,
585,51.9814177,4.3674903,
586,51.9826393,4.3634417,
587,51.9822692,4.3562002,
588,51.9826477,4.3584747,
589,51.9826915,4.3374376,
590,51.9829274,4.3391819,
591,51.9867105,4.3567329,
592,51.9839598,4.3578025,
593,51.9813033,4.3413011,
594,51.9835203,4.3525284,
595,51.9812973,4.3445286,
596,51.9809819,4.3471363,
597,51.9841959,4.3514884,
598,51.9804529,4.3605239,
599,51.9818635,4.3463318,
600,51.9812625,4.3574927,
601,51.9784229,4.3435316,
602,51.9807899,4.3600559,
603,51.9847281,4.3541591,
604,51.9799983,4.3386132,
605,51.9808749,4.3633166,
606,51.9789416,4.3436018,
607,51.9870123,4.3563080,
608,51.9847145,4.3582548,
609,51.9843291,4.3504997,
610,51.9817427,4.3606531,
611,51.9818701,4.3448134,
612,51.9807788,4.3599879,
613,51.9784023,4.3975835,
614,51.9834742,4.3374855,
615,51.9778045,4.3450372,
616,51.9844123,4.3641249,
617,51.9808945,4.3424481,
618,51.9813033,4.3413009,
619,51.9835307,4.3526026,
620,51.9813107,4.3445954,
621,51.9809557,4.3471752,
622,51.9842086,4.3515587,
623,51.9804527,4.3605240,
624,51.9818636,4.3463316,
625,51.9812626,4.3574926,
626,51.9784094,4.3434538,
627,51.9807668,4.3599186,
628,51.9847153,4.3540844,
629,51.9799539,4.3386306,
630,51.9808748,4.3633168,
631,51.9789296,4.3435323,
632,51.9870009,4.3562299,
633,51.9846678,4.3582156,
634,51.9843383,4.3505615,
635,51.9817425,4.3606532,
636,51.9818702,4.3448132,
637,51.9807557,4.3598506,
638,51.9834741,4.3374854,
639,51.9778043,4.3450373,
640,51.9843961,4.3639912,
641,51.9808946,4.3424482,
642,51.9813032,4.3413007,
643,51.9835458,4.3526748,
644,51.9813249,4.3446646,
645,51.9842201,4.3516270,
646,51.9804525,4.3605241,
647,51.9818636,4.3463314,
648,51.9812628,4.3574925,
649,51.9783969,4.3433760,
650,51.9807445,4.3597826,
651,51.9847005,4.3540064,
652,51.9799055,4.3386514,
653,51.9808747,4.3633170,
654,51.9789175,4.3434587,
655,51.9869894,4.3561475,
656,51.9846198,4.3581727,
657,51.9843372,4.3504335,
658,51.9817423,4.3606532,
659,51.9818703,4.3448130,
660,51.9807350,4.3597127,
661,51.9781091,4.3977418,restaurant
662,51.9834739,4.3374852,
663,51.9942380,4.3834141,
664,51.9778042,4.3450375,
665,51.9843894,4.3639218,
666,51.9808948,4.3424482,
667,51.9813032,4.3413005,
668,51.9835549,4.3527432,
669,51.9813390,4.3447326,
670,51.9806293,4.3474795,
671,51.9842304,4.3517013,
672,51.9804524,4.3605242,
673,51.9818637,4.3463313,
674,51.9812630,4.3574925,
675,51.9783844,4.3432981,
676,51.9807225,4.3596475,
677,51.9797352,4.3387194,
678,51.9808747,4.3633172,
679,51.9812032,4.3476143,
680,51.9869780,4.3560694,
681,51.9845390,4.3580079,
682,51.9843464,4.3504943,
683,51.9817421,4.3606533,
684,51.9818704,4.3448128,
685,51.9807112,4.3595784,
686,51.9781397,4.3977252,
687,51.9834738,4.3374851,
688,51.9778040,4.3450376,
689,51.9843826,4.3638523,
690,51.9808950,4.3424483,
691,51.9810921,4.3413898,
692,51.9835677,4.3528154,
693,51.9813525,4.3448019,
694,51.9806891,4.3474731,
695,51.9842420,4.3517774,
696,51.9804522,4.3605242,
697,51.9818637,4.3463311,
698,51.9812632,4.3574924,
699,51.9783718,4.3432217,
700,51.9806999,4.3595074,
701,51.9796832,4.3387448,
702,51.9808746,4.3633173,
703,51.9812031,4.3476145,
704,51.9845252,4.3579279,
705,51.9843562,4.3505541,
706,51.9816726,4.3602730,
707,51.9818704,4.3448127,
708,51.9806886,4.3594440,
709,51.9834736,4.3374850,
710,51.9778039,4.3450377,
711,51.9843758,4.3637763,
712,51.9808952,4.3424484,
713,51.9814736,4.3620420,
714,51.9794843,4.3551400,
715,51.9855068,4.3649629,
716,51.9818393,4.3646466,
717,51.9789195,4.3498189,
718,51.9829808,4.3450578,
719,51.9867378,4.3681078,
720,51.9819523,4.3432969,
721,51.9821848,4.3657470,
722,51.9841400,4.3511227,
723,51.9806558,4.3393213,
724,51.9871331,4.3718608,
725,51.9790483,4.3507799,
726,51.9859908,4.3617626,
727,51.9811857,4.3424873,
728,51.9866037,4.3588413,
729,51.9825068,4.3472404,
730,51.9842955,4.3494751,
731,51.9832761,4.3659256,
732,51.9809133,4.3376695,
733,51.9837879,4.3476796,
734,51.9811351,4.3597787,
735,51.9839190,4.3516771,
736,51.9825420,4.3625360,
737,51.9861632,4.3628364,
738,51.9836233,4.3446138,
739,51.9849481,4.3514700,
740,51.9782686,4.3392637,
741,51.9822132,4.3478822,
742,51.9824136,4.3493572,
743,51.9945900,4.3870451,
744,51.9832162,4.3427295,
745,51.9846318,4.3509505,
746,51.9877934,4.3724841,
747,51.9858436,4.3642332,
748,51.9866197,4.3649423,
749,51.9847532,4.3563221,
750,51.9830854,4.3419652,
751,51.9781209,4.3443741,
752,51.9858787,4.3719329,
753,51.9847413,4.3629735,
754,51.9826759,4.3640770,
755,51.9825254,4.3369387,
756,51.9807279,4.3486077,
757,51.9861018,4.3578970,
758,51.9863180,4.3562848,
759,51.9811265,4.3453047,
760,51.9819355,4.3560556,
761,51.9812810,4.3609155,
762,51.9827487,4.3400728,
763,51.9819330,4.3490720,
764,51.9827353,4.3674886,
765,51.9869974,4.3593319,
766,51.9871661,4.3634201,
767,51.9860878,4.3568275,
768,51.9855380,4.3640492,
769,51.9844056,4.3483270,
770,51.9836657,4.3599662,
771,51.9800863,4.3490907,
772,51.9801439,4.3472648,
773,51.9823170,4.3666794,
774,51.9796261,4.3474960,
775,51.9870677,4.3579325,
776,51.9835544,4.3556220,
777,51.9813377,4.3394312,
778,51.9813418,4.3459342,
779,51.9825117,4.3607740,
780,51.9824425,4.3551970,
781,51.9807694,4.3577129,
782,51.9861518,4.3588251,
783,51.9853009,4.3656336,
784,51.9835045,4.3600256,
785,51.9841375,4.3655017,
786,51.9818751,4.3638920,
787,51.9870265,4.3617926,
788,51.9817741,4.3589920,
789,51.9813340,4.3564881,
790,51.9847426,4.3498999,
791,51.9847830,4.3425229,
792,51.9817244,4.3366902,
793,51.9801938,4.3578511,
794,51.9837497,4.3593295,
795,51.9804624,4.3365211,
796,51.9794885,4.3447858,
797,51.9822756,4.3401549,
798,51.9830203,4.3457665,
799,51.9821858,4.3427525,
800,51.9814875,4.3402997,
801,51.9800314,4.3372912,
802,51.9832990,4.3403082,
803,51.9854500,4.3731006,
804,51.9825770,4.3425172,
805,51.9875938,4.3647037,
806,51.9779801,4.3435018,
807,51.9818767,4.3614865,
808,51.9828407,4.3479989,
809,51.9864545,4.3637404,
810,51.9849079,4.3638341,
811,51.9796268,4.3380308,
812,51.9808662,4.3444746,
813,51.9818665,4.3448216,
814,51.9833228,4.3435309,
815,51.9793773,4.3494110,
816,51.9835677,4.3551569,
817,51.9789116,4.3478211,
818,51.9812508,4.3570464,
819,51.9852357,4.3517376,
820,51.9872883,4.3623667,
821,51.9820001,4.3674913,
822,51.9805346,4.3562407,
823,51.9827918,4.3547518,
824,51.9830366,4.3591845,
825,51.9834595,4.3566397,
826,51.9830895,4.3568508,
827,51.9821499,4.3585113,
828,51.9839652,4.3645976,
829,51.9912999,4.3724881,
830,51.9840243,4.3410153,
831,51.9860667,4.3604942,
832,51.9853467,4.3484610,
833,51.9830723,4.3573737,
834,51.9850326,4.3647744,
835,51.9822586,4.3618224,
836,51.9824151,4.3418573,
837,51.9810423,4.3368736,
838,51.9840339,4.3635214,
839,51.9828978,4.3628448,
840,51.9835376,4.3638169,
841,51.9818722,4.3578186,
842,51.9783872,4.3486259,
843,51.9838920,4.3461096,
844,51.9808855,4.3466657,
845,51.9810000,4.3589899,
846,51.9856349,4.3879170,
847,51.9797196,4.3416063,
848,51.9817607,4.3426598,
849,51.9821253,4.3389494,
850,51.9834346,4.3670781,
851,51.9798921,4.3569664,
852,51.9826969,4.3668129,
853,51.9864436,4.3615624,
854,51.9846437,4.3527051,
855,51.9848543,4.3661585,
856,51.9831459,4.3755327,
857,51.9853011,4.3597201,
858,51.9909640,4.3726914,
859,51.9838105,4.3567778,
860,51.9829288,4.3560133,
861,51.9843789,4.3663768,
862,51.9826249,4.3631804,
863,51.9822562,4.3561208,
864,51.9826937,4.3584568,
865,51.9826208,4.3378368,
866,51.9829317,4.3395653,
867,51.9816732,4.3421244,
868,51.9810628,4.3562926,
869,51.9867273,4.3570825,
870,51.9839490,4.3577255,
871,51.9810920,4.3413896,
872,51.9835792,4.3528896,
873,51.9813667,4.3448699,
874,51.9807396,4.3474685,
875,51.9833079,4.3611646,
876,51.9842547,4.3518477,
877,51.9804520,4.3605243,
878,51.9818637,4.3463309,
879,51.9812634,4.3574923,
880,51.9783593,4.3431424,
881,51.9806772,4.3593711,
882,51.9796312,4.3387641,
883,51.9808745,4.3633175,
884,51.9812030,4.3476146,
885,51.9869106,4.3557489,
886,51.9845128,4.3578454,
887,51.9843309,4.3506267,
888,51.9816611,4.3601891,
889,51.9818705,4.3448125,
890,51.9806659,4.3593039,
891,51.9834735,4.3374848,
892,51.9778037,4.3450379,
893,51.9843669,4.3636970,
894,51.9808954,4.3424485,
895,51.9810920,4.3413894,
896,51.9835895,4.3529600,
897,51.9813467,4.3449180,
898,51.9806096,4.3474625,
899,51.9842651,4.3519200,
900,51.9804518,4.3605244,
901,51.9817345,4.3463861,
902,51.9812636,4.3574922,
