,center_lat,center_lon
517,51.9847331,4.3581307
518,51.9828836,4.3379543
519,51.9851723,4.3497245
520,51.9828969,4.3386597
521,51.9856989,4.3622078
522,51.9829572,4.3397912
523,51.9845684,4.3515611
524,51.9850695,4.3513498
525,51.9839832,4.3513393
526,51.9852902,4.3635516
527,51.9846478,4.3490145
528,51.9862462,4.3636483
529,51.9830750,4.3401004
530,51.9815473,4.3376866
531,51.9809336,4.3432981
532,51.9812472,4.3570118
533,51.9846110,4.3525295
534,51.9735192,4.3837168
535,51.9793346,4.3413537
536,51.9799188,4.3414437
537,51.9803510,4.3497550
538,51.9783614,4.3446250
539,51.9834425,4.3587543
540,51.9862248,4.3570077
541,51.9840205,4.3513241
542,51.9846124,4.3490913
543,51.9819227,4.3573644
544,51.9857131,4.3612582
545,51.9845323,4.3498730
546,51.9912359,4.3809063
547,51.9814821,4.3424863
548,51.9812404,4.3596738
549,51.9810687,4.3569382
550,51.9847806,4.3655606
551,51.9790468,4.3397905
552,51.9857854,4.3657571
553,51.9841988,4.3491062
554,51.9867697,4.3592476
555,51.9865813,4.3598000
556,51.9813284,4.3427239
557,51.9861188,4.3614885
558,51.9818467,4.3675270
559,51.9839702,4.3657210
560,51.9836030,4.3397669
561,51.9810864,4.3456417
562,51.9847579,4.3509837
563,51.9866131,4.3579850
564,51.9805791,4.3435724
565,51.9833807,4.3514444
566,51.9821892,4.3602521
567,51.9811716,4.3456016
568,51.9814331,4.3666162
569,51.9867129,4.3617031
570,51.9808551,4.3434592
571,51.9862423,4.3646356
572,51.9833523,4.3600012
573,51.9814193,4.3613270
574,51.9792425,4.3386273
575,51.9814410,4.3663687
576,51.9786386,4.3689814
577,51.9814502,4.3650740
578,51.9840084,4.3513912
579,51.9852053,4.3634962
580,51.9853074,4.3505902
581,51.9854862,4.3623416
582,51.9816037,4.3660181
583,51.9833131,4.3379125
584,51.9735103,4.3835409
585,51.9780344,4.3437881
586,51.9848121,4.3516366
587,51.9848049,4.3772050
588,51.9810559,4.3444416
589,51.9842320,4.3644243
590,51.9822241,4.3391779
591,51.9845170,4.3572109
592,51.9851274,4.3494371
593,51.9819957,4.3641735
594,51.9817627,4.3563568
595,51.9833934,4.3525638
596,51.9820622,4.3603371
597,51.9875496,4.3630661
598,51.9840459,4.3457679
599,51.9792138,4.3386391
600,51.9793801,4.3416439
601,51.9822739,4.3406467
602,51.9824180,4.3479704
603,51.9823574,4.3494104
604,51.9844545,4.3654097
605,51.9781140,4.3446741
606,51.9868393,4.3549492
607,51.9860117,4.3653715
608,51.9811803,4.3455378
609,51.9785442,4.3468883
610,51.9814574,4.3667681
611,51.9802651,4.3490343
612,51.9868697,4.3551441
613,51.9839645,4.3634224
614,51.9817044,4.3423954
615,51.9848712,4.3524226
616,51.9840439,4.3449117
617,51.9809236,4.3449187
618,51.9872012,4.3639199
619,51.9790268,4.3395871
620,51.9783529,4.3445726
621,51.9836933,4.3403447
622,51.9866551,4.3598238
623,51.9824050,4.3391040
624,51.9785868,4.3439074
625,51.9830798,4.3401312
626,51.9832426,4.3588366
627,51.9838581,4.3413334
628,51.9804719,4.3590791
629,51.9819295,4.3589314
630,51.9846370,4.3650829
631,51.9831903,4.3580441
632,51.9834386,4.3484930
633,51.9837124,4.3503241
634,51.9872104,4.3624003
635,51.9802855,4.3382609
636,51.9844605,4.3501715
637,51.9827748,4.3370633
638,51.9808587,4.3571941
639,51.9843278,4.3556972
640,51.9795041,4.3569506
641,51.9852174,4.3500136
642,51.9792257,4.3407153
643,51.9859017,4.3611810
644,51.9815210,4.3655083
645,51.9846671,4.3519485
646,51.9822055,4.3454166
647,51.9861488,4.3565112
648,51.9852334,4.3653320
649,51.9792566,4.3410794
650,51.9819932,4.3488355
651,51.9851453,4.3523124
652,51.9874186,4.3750248
653,51.9920317,4.3823973
654,51.9788326,4.3479789
655,51.9779800,4.3438557
656,51.9814213,4.3425112
657,51.9806444,4.3601353
658,51.9831505,4.3571866
659,51.9813350,4.3425465
660,51.9820422,4.3384288
661,51.9814990,4.3653731
662,51.9810621,4.3440625
663,51.9807139,4.3435759
664,51.9855738,4.3627852
665,51.9824737,4.3381958
666,51.9841466,4.3520278
667,51.9793047,4.3411626
668,51.9812398,4.3590559
669,51.9788430,4.3501945
670,51.9850140,4.3515954
671,51.9839456,4.3642048
672,51.9839602,4.3483688
673,51.9870565,4.3574271
674,51.9799084,4.3384152
675,51.9807716,4.3434935
676,51.9834415,4.3512794
677,51.9796484,4.3479471
678,51.9797894,4.3410972
679,51.9827116,4.3398818
680,51.9836558,4.3628728
681,51.9854403,4.3634885
682,51.9856518,4.3646620
683,51.9848345,4.3517806
684,51.9858840,4.3604753
685,51.9813555,4.3661316
686,51.9823504,4.3391822
687,51.9800714,4.3579535
688,51.9852903,4.3658632
689,51.9804779,4.3578927
690,51.9830999,4.3400356
691,51.9838781,4.3525132
692,51.9840545,4.3516846
693,51.9800133,4.3473787
694,51.9823134,4.3391414
695,51.9865233,4.3600192
696,51.9862777,4.3573467
697,51.9848788,4.3498304
698,51.9844117,4.3507971
699,51.9792437,4.3408305
700,51.9836030,4.3482484
701,51.9815418,4.3361147
702,51.9842259,4.3492875
703,51.9833261,4.3477732
704,51.9851586,4.3583890
705,51.9788597,4.3388354
706,51.9841692,4.3512630
707,51.9795343,4.3478568
708,51.9848948,4.3499320
709,51.9778660,4.3439042
710,51.9784615,4.3454456
711,51.9804358,4.3459511
712,51.9836186,4.3505791
713,51.9811619,4.3594860
714,51.9859315,4.3607810
715,51.9817226,4.3672158
716,51.9807986,4.3435412
717,51.9798381,4.3425868
718,51.9817956,4.3567559
719,51.9817817,4.3566728
720,51.9784870,4.3471463
721,51.9804278,4.3588093
722,51.9810449,4.3567859
723,51.9840677,4.3450640
724,51.9845015,4.3506700
725,51.9821556,4.3606779
726,51.9809982,4.3449395
727,51.9821784,4.3452440
728,51.9824438,4.3563614
729,51.9846356,4.3632072
730,51.9820009,4.3393970
731,51.9864783,4.3591146
732,51.9823389,4.3592053
733,51.9861913,4.3570608
734,51.9841403,4.3482947
735,51.9808216,4.3435317
736,51.9823668,4.3400340
737,51.9835578,4.3507441
738,51.9851624,4.3563111
739,51.9869492,4.3556546
740,51.9852631,4.3635630
741,51.9784430,4.3462629
742,51.9852072,4.3613394
743,51.9847597,4.3524684
744,51.9810640,4.3579520
745,51.9857735,4.3718753
746,51.9847704,4.3655278
747,51.9853739,4.3628694
748,51.9862056,4.3568837
749,51.9835942,4.3481920
750,51.9810501,4.3589181
751,51.9876922,4.3636931
752,51.9860947,4.3633061
753,51.9851767,4.3584046
754,51.9833936,4.3482049
755,51.9846853,4.3524990
756,51.9822832,4.3602137
757,51.9824294,4.3372681
758,51.9823864,4.3613295
759,51.9784878,4.3432973
760,51.9835414,4.3393728
761,51.9818305,4.3375303
762,51.9830586,4.3399960
763,51.9788231,4.3418839
764,51.9845044,4.3479195
765,51.9819207,4.3605273
766,51.9845892,4.3507244
767,51.9840033,4.3657291
768,51.9749961,4.3581095
769,51.9836178,4.3521679
770,51.9834871,4.3587359
771,51.9799700,4.3570301
772,51.9857829,4.3568067
773,51.9828312,4.3384559
774,51.9860784,4.3626137
775,51.9799564,4.3470488
776,51.9790568,4.3396375
777,51.9816111,4.3672627
778,51.9833759,4.3587818
779,51.9827296,4.3380713
780,51.9868196,4.3548228
781,51.9832675,4.3451180
782,51.9816286,4.3672553
783,51.9812176,4.3636476
784,51.9840576,4.3513088
785,51.9799888,4.3570222
786,51.9854672,4.3634771
787,51.9831950,4.3571685
788,51.9868690,4.3562290
789,51.9794380,4.3701707
790,51.9871866,4.3638973
791,51.9813432,4.3454746
792,51.9851389,4.3610436
793,51.9811507,4.3570524
794,51.9832616,4.3571414
795,51.9801914,4.3382993
796,51.9820967,4.3647744
797,51.9845645,4.3575159
798,51.9821582,4.3374504
799,51.9804427,4.3559047
800,51.9790399,4.3397461
801,51.9858725,4.3507102
802,51.9868932,4.3563830
803,51.9798713,4.3411388
804,51.9826205,4.3402410
805,51.9868747,4.3626575
806,51.9815174,4.3671397
807,51.9821571,4.3393297
808,51.9837383,4.3406332
809,51.9825182,4.3784377
810,51.9800025,4.3383767
811,51.9868991,4.3553333
812,51.9869643,4.3572452
813,51.9792187,4.3386702
814,51.9802706,4.3569034
815,51.9852683,4.3503395
816,51.9821330,4.3617006
817,51.9852544,4.3514970
818,51.9886518,4.3746071
819,51.9797542,4.3458388
820,51.9841288,4.3642151
821,51.9865014,4.3596258
822,51.9777791,4.3807942
823,51.9805825,4.3597563
824,51.9818583,4.3423324
825,51.9816606,4.3431884
826,51.9878531,4.3643940
827,51.9789107,4.3824779
828,51.9824665,4.3565073
829,51.9825289,4.3372150
830,51.9841174,4.3518416
831,51.9840294,4.3448185
832,51.9822567,4.3455344
833,51.9897789,4.3739926
834,51.9788724,4.3492850
835,51.9851387,4.3561590
836,51.9803329,4.3496846
837,51.9785656,4.3402176
838,51.9828574,4.3389734
839,51.9912056,4.3809251
840,51.9875643,4.3630887
841,51.9874466,4.3613126
842,51.9784398,4.3397447
843,51.9810555,4.3589533
844,51.9782093,4.3446779
845,51.9790434,4.3491682
846,51.9848627,4.3658260
847,51.9853787,4.3635144
848,51.9856846,4.3624100
849,51.9869171,4.3565362
850,51.9824380,4.3563246
851,51.9875123,4.3613145
852,51.9858682,4.3635871
853,51.9841439,4.3492055
854,51.9783674,4.3454856
855,51.9845505,4.3577217
856,51.9809895,4.3579825
857,51.9802862,4.3491697
858,51.9770793,4.3818376
859,51.9834315,4.3528095
860,51.9816194,4.3366119
861,51.9835716,4.3507067
862,51.9785662,4.3477638
863,51.9837835,4.3409220
864,51.9855360,4.3647093
865,51.9948752,4.3869575
866,51.9850524,4.3584428
867,51.9810976,4.3455769
868,51.9798950,4.3412912
869,51.9826858,4.3371752
870,51.9850562,4.3572262
871,51.9864347,4.3648605
872,51.9789199,4.3387406
873,51.9808152,4.3393331
874,51.9851990,4.3523529
875,51.9855880,4.3617245
876,51.9828940,4.3388604
877,51.9860528,4.3565512
878,51.9808069,4.3611319
879,51.9787769,4.3492815
880,51.9807820,4.3609799
881,51.9812000,4.3635402
882,51.9840652,4.3457284
883,51.9787990,4.3417313
884,51.9817632,4.3561402
885,51.9823795,4.3559686
886,51.9829466,4.3389368
887,51.9831886,4.3562678
888,51.9809791,4.3572752
889,51.9861470,4.3638895
890,51.9820928,4.3393594
891,51.9825346,4.3457238
892,51.9796934,4.3479268
893,51.9830322,4.3397604
894,51.9798962,4.3478354
895,51.9828932,4.3427175
896,51.9808110,4.3427616
897,51.9791849,4.3404549
898,51.9813665,4.3645615
899,51.9811632,4.3448521
900,51.9847134,4.3489878
901,51.9829941,4.3426406
902,51.9848010,4.3565914
903,51.9865598,4.3643889
904,51.9847153,4.3624608
905,51.9870654,4.3575925
906,51.9873418,4.3641371
907,51.9841009,4.3452756
908,51.9827035,4.3405562
909,51.9847500,4.3648729
910,51.9862394,4.3645490
911,51.9793699,4.3418007
912,51.9824433,4.3400021
913,51.9886384,4.3745081
914,51.9868142,4.3547883
915,51.9791645,4.3395933
916,51.9793427,4.3386278
917,51.9828647,4.3662922
918,51.9836443,4.3493176
919,51.9833730,4.3451110
920,51.9836765,4.3402379
921,51.9805605,4.3596215
922,51.9818059,4.3581418
923,51.9841247,4.3486318
924,51.9820614,4.3489473
925,51.9793019,4.3413675
926,51.9857772,4.3601744
927,51.9788679,4.3387618
928,51.9820148,4.3425143
929,51.9870274,4.3572414
930,51.9841193,4.3454912
931,51.9816873,4.3574708
932,51.9805845,4.3468129
933,51.9873173,4.3581674
934,51.9814932,4.3613375
935,51.9832970,4.3519461
936,51.9822851,4.3599924
937,51.9825414,4.3621219
938,51.9843085,4.3633307
939,51.9780244,4.3447123
940,51.9863230,4.3634879
941,51.9818421,4.3674985
942,51.9846356,4.3569729
943,51.9914353,4.3825008
944,51.9787224,4.3447433
945,51.9861319,4.3715607
946,51.9821006,4.3551748
947,51.9873199,4.3610661
948,51.9794869,4.3425903
949,51.9789524,4.3491930
950,51.9840391,4.3513165
951,51.9796525,4.3426203
952,51.9787593,4.3830844
953,51.9849454,4.3660056
954,51.9845714,4.3483516
955,51.9848188,4.3582038
956,51.9789277,4.3502043
957,51.9822524,4.3374117
958,51.9791623,4.3403108
959,51.9817237,4.3561051
960,51.9818653,4.3573983
961,51.9805598,4.3466675
962,51.9816139,4.3559265
963,51.9791238,4.3400651
964,51.9831225,4.3404044
965,51.9800279,4.3576806
966,51.9863366,4.3564329
967,51.9865170,4.3580246
968,51.9811592,4.3379031
969,51.9833195,4.3520900
970,51.9823962,4.3558379
971,51.9814411,4.3613181
972,51.9861816,4.3567300
973,51.9817988,4.3672283
974,51.9805779,4.3597278
975,51.9854723,4.3618021
976,51.9872398,4.3589747
977,51.9855026,4.3617898
978,51.9867440,4.3564906
979,51.9804284,4.3459088
980,51.9841371,4.3491632
981,51.9857419,4.3612465
982,51.9860091,4.3571131
983,51.9834672,4.3596706
984,51.9828142,4.3379936
985,51.9866219,4.3643636
986,51.9825029,4.3372310
987,51.9828515,4.3661457
988,51.9861180,4.3637022
989,51.9790059,4.3387130
990,51.9863171,4.3564410
991,51.9798758,4.3570698
992,51.9829742,4.3563175
993,51.9832228,4.3396827
994,51.9854809,4.3623068
995,51.9803933,4.3573649
996,51.9823025,4.3367093
997,51.9831905,4.3406163
