,addr:housenumber,addr:street,latitude,longitude,id
0,52,Westlandseweg,52.0012405,4.3502639,27082278
1,202,Rijksweg A13,51.9813673,4.3940784,34032716
2,1,Papsouwselaan,52.0021000,4.3542700,34045018
3,135,Bastiaansplein,52.0091179,4.3647530,34045461
4,5,Kerkpolderweg,51.9881883,4.3278741,34049756
5,67,Koornmarkt,52.0095233,4.3587818,34050648
6,4,Sint Agathaplein,52.0115528,4.3540103,34050650
7,10,Kruithuisweg,51.9876112,4.3555009,44739203
8,119,Westlandseweg,52.0008626,4.3508340,81409420
9,10,Prinses Beatrixlaan,52.0156537,4.3354754,265089222
10,9,Dasstraat,51.9851633,4.3606541,266754111
11,11,Pynepoort,52.0099708,4.3639453,311876081
12,5,Doelenplein,52.0142681,4.3591581,312527178
13,7,Woudseweg,51.9990040,4.3285083,315305795
14,33,Harnaskade,52.0060631,4.3124002,339433009
15,55,Markt,52.0114197,4.3594485,368038057
16,55,Willemstraat,52.0110609,4.3489997,418851248
17,95,Brabantse Turfmarkt,52.0107160,4.3601274,467095903
18,35,Dijkshoornseweg,52.0009425,4.3300020,469413986
19,132,Molslaan,52.0109063,4.3625519,483553220
20,1,Cameretten,52.0115438,4.3577108,483553508
21,4,Heilige Geestkerkhof,52.0122585,4.3560008,502988861
22,2,Nieuwstraat,52.0113178,4.3564921,502988862
23,67,Brabantse Turfmarkt,52.0102413,4.3603997,502988863
24,24,Kromstraat,52.0107632,4.3593835,502988868
25,6,Korftlaan,52.0157515,4.3764957,526367503
26,4,Vesteplein,52.0085470,4.3621660,528867831
27,21,Kromstraat,52.0106173,4.3592172,528867851
28,22,Kromstraat,52.0107459,4.3593420,528867854
29,20,Kromstraat,52.0107164,4.3592759,528867855
30,6,Voorstraat,52.0129213,4.3567533,528867859
31,30,Verwersdijk,52.0139015,4.3586078,528867863
32,2,Doelenplein,52.0140003,4.3585334,528867865
33,32,Verwersdijk,52.0139112,4.3585578,528867866
34,7,Doelenplein,52.0144489,4.3588295,528867867
35,33,Vrouwjuttenland,52.0131326,4.3592263,528867874
36,18,Molslaan,52.0104300,4.3615117,528867877
37,22,Burgwal,52.0115062,4.3615593,528867882
38,77,Kruisstraat,52.0099659,4.3649699,528867889
39,9,Schieweg,51.9980129,4.3655630,538281386
40,23A,Nassaulaan,52.0070813,4.3751739,539078336
41,5,Vesteplein,52.0084979,4.3633065,542544476
42,281,Vulcanusweg,51.9945548,4.3615388,545018453
43,4,Schoemakerstraat,52.0050189,4.3743880,545060439
44,9,Hooikade,52.0046760,4.3593943,545146126
45,9,Westvest,52.0088009,4.3571607,545146147
46,33,Binnenwatersloot,52.0098143,4.3570024,548597686
47,22,Wijnhaven,52.0114615,4.3573679,548597689
48,33,Maerten Trompstraat,52.0036485,4.3669663,548968921
49,63,Achterom,52.0068246,4.3622215,548985792
50,6,Vestpoort,52.0092997,4.3632132,548985842
51,4,Giststraat,52.0069578,4.3610815,549020425
52,27,De Vlouw,52.0128257,4.3595691,549020487
53,50,De Vlouw,52.0127664,4.3591794,549020489
54,57-59,Markt,52.0114976,4.3595464,549118621
55,33,Molslaan,52.0102667,4.3623734,549118643
56,4,Peperstraat,52.0103517,4.3574871,549143175
57,20,Hippolytusbuurt,52.0123597,4.3571561,549143178
58,125,Papsouwselaan,51.9990783,4.3551428,549187810
59,121,Papsouwselaan,51.9993382,4.3551422,549187816
60,123B,Papsouwselaan,51.9991447,4.3551246,549187819
61,21,Papsouwselaan,52.0003218,4.3549087,549187835
62,17,Westlandseweg,52.0023819,4.3548336,549187870
63,149,Oude Delft,52.0112377,4.3560511,552445484
64,169,Oude Delft,52.0119748,4.3554058,552445486
65,91A-X,Oude Delft,52.0093214,4.3575762,552445526
66,133,Oude Delft,52.0108259,4.3563988,552445532
67,13,Boterbrug,52.0109921,4.3573390,552445533
68,9A,Markt,52.0113443,4.3580349,552445542
69,54,Noordeinde,52.0166000,4.3524031,552445565
70,18,Nassaulaan,52.0072916,4.3748969,553454859
71,22,Nassauplein,52.0065743,4.3800345,553454868
72,189,Oosteinde,52.0120622,4.3635686,553492547
73,123,Oosteinde,52.0113127,4.3658400,553492550
74,215,Oosteinde,52.0123158,4.3627287,553492580
75,1,Oosteinde,52.0107892,4.3676887,553492630
76,6,Oosteinde,52.0111720,4.3675767,553492636
77,30,Vrouwjuttenland,52.0132607,4.3597056,553511594
78,32,Vrouwjuttenland,52.0132795,4.3596532,553511596
79,18,Verwersdijk,52.0136774,4.3588315,553511605
80,18,Molenstraat,52.0157479,4.3549389,553511619
81,4A,Molenstraat,52.0156031,4.3545964,553511622
82,41,Oosterstraat,52.0144945,4.3633190,553511641
83,51,Krakeelpolderweg,52.0025360,4.3532315,553540176
84,112,Van Foreestweg,52.0128008,4.3353927,558508768
85,16-20,Van Foreestweg,52.0130414,4.3361911,558508773
86,4,Van Bossestraat,52.0116190,4.3482893,558508909
87,42,Loudonstraat,52.0111411,4.3483135,558508911
88,148,C. Fockstraat,52.0117008,4.3485832,558508914
89,75,Hof van Delftlaan,52.0122387,4.3479195,558508920
90,1,Voorhofdreef,51.9963879,4.3552499,558508934
91,18,Burgwal,52.0111483,4.3608202,558518665
92,33,Beestenmarkt,52.0111928,4.3626874,558518669
93,8,Beestenmarkt,52.0115617,4.3620311,558518670
94,14,Beestenmarkt,52.0116768,4.3622968,558518672
95,26,Beestenmarkt,52.0117830,4.3628167,558518674
96,35,Beestenmarkt,52.0112378,4.3627766,558518675
97,30,Beestenmarkt,52.0116510,4.3630173,558518676
98,6,Woudseweg,51.9996143,4.3297684,564813418
99,1c,Hof van Delftstraat,52.0007034,4.3297751,564813428
100,4,Hoornsewal,51.9997110,4.3301879,564813429
101,9,Koningin Julianaplein,52.0011126,4.3310029,564824778
102,100,Vesteplein,52.0089321,4.3630228,565751833
103,9,Zocherweg,52.0160058,4.3453738,566455376
104,21,Choorstraat,52.0129328,4.3578167,567903039
105,16,Koornmarkt,52.0089141,4.3597364,583018388
106,94,Rotterdamseweg,52.0051791,4.3634402,583018391
107,9,Peperstraat,52.0102984,4.3577750,583022322
108,5,Peperstraat,52.0102539,4.3576289,583022323
109,3,Peperstraat,52.0102244,4.3575436,598313436
110,13,Peperstraat,52.0103459,4.3579469,598313437
111,47,Coenderstraat,52.0070372,4.3554012,599025828
112,281,Vulcanusweg,51.9945913,4.3621185,601936685
113,1,Kerkpolderweg,51.9907869,4.3314429,603300994
114,2,Buitenhofdreef,51.9994456,4.3431217,610313133
115,7H,Troelstralaan,51.9985607,4.3544380,617798649
116,8,Juniusstraat,51.9992074,4.3470888,627125053
117,2,Griegstraat,51.9965477,4.3441076,627125070
118,1,Bachsingel,51.9924726,4.3439405,643586107
119,9,Lagosweg,51.9848097,4.3426974,644082111
120,2a,Reinier de Graafweg,51.9999103,4.3427244,644094050
121,13,Fuutlaan,51.9839325,4.3608181,644111026
122,1,Staalweg,52.0124421,4.3743355,660690892
123,156,Brasserskade,52.0241325,4.3547309,661546283
124,1,Derde Werelddreef,51.9851769,4.3455308,669803690
125,13,Rietgorspad,51.9830669,4.3549973,669895398
126,1,Ivoorkust,51.9826824,4.3457268,670013569
127,84,Koornmarkt,52.0107977,4.3582897,674813526
128,17,Feldmannweg,51.9973116,4.3742002,702959721
129,37,Breestraat,52.0083684,4.3614651,702995760
130,202,Rijksweg A13,51.9817716,4.3938535,729207243
131,5,Bastiaansplein,52.0087264,4.3641018,761274523
132,137,Bastiaansplein,52.0092524,4.3646134,761274527
133,4B,Beukenlaan,52.0164353,4.3682687,781854010
134,4,Bieslandsepad,52.0190516,4.3730208,883518959
135,8,Paradijspoort,52.0101997,4.3620189,919973721
136,8,Nieuwstraat,52.0113878,4.3567202,919973722
137,33,Kromstraat,52.0107426,4.3595448,919973731
138,27,Beestenmarkt,52.0111127,4.3625201,919973732
139,7,Bastiaansplein,52.0088013,4.3642884,919973740
140,1,Bastiaansplein,52.0087275,4.3638447,919973743
141,15,Paradijspoort,52.0097260,4.3628512,919973752
142,46,Yperstraat,52.0111030,4.3650760,919973753
143,1,Koningin Julianaplein,52.0003713,4.3317905,954467734
144,140,Oude Delft,52.0120679,4.3557942,1248982258
145,50-54,Choorstraat,52.0133384,4.3585620,1250489111
146,2,Van Embdenstraat,52.0008292,4.3790113,1263509677
147,15,Schieweg,51.9946267,4.3665883,1305763902
148,39-41,Kruisstraat,52.0104180,4.3634683,1313910249
149,34,Koornmarkt,52.0095791,4.3591986,1343300122
150,12,Vrijheidslaan,51.9878065,4.3459232,1344363973
151,22,Vrijheidslaan,51.9878483,4.3462362,1344363976
152,61,Hof van Delftlaan,52.0126541,4.3480308,1357395873
153,24A,Thorbeckestraat,52.0123603,4.3465008,1357964336
154,27,van Hallstraat,52.0124436,4.3482256,1357964338
155,63A,Hof van Delftlaan,52.0124666,4.3480356,1357968532
156,63,Hof van Delftlaan,52.0124017,4.3480009,1358768703
157,28,Kappeyne van de Coppellostraat,52.0128122,4.3426798,1358783251
158,2,Colijnlaan,52.0107291,4.3442079,1358791450
159,34,Schoolstraat,52.0126649,4.3545986,1363032645
160,10B,Kampveld,52.0148632,4.3516931,1368097858
161,9,Wateringsevest,52.0149621,4.3510760,1368166770
162,34,Binnenwatersloot,52.0099621,4.3566412,1368244707
163,16,Binnenwatersloot,52.0097468,4.3561394,1368244732
164,65,Raamstraat,52.0055633,4.3536696,1368288042
165,2,Molslaan,52.0102370,4.3610578,1386640507
166,15,Landbergstraat,52.0016657,4.3697549,1387779467
167,24,Sint Olofslaan,52.0113191,4.3516291,1388697285
168,4,Choorstraat,52.0128272,4.3571433,1388710216
169,110,Hugo de Grootstraat,52.0091837,4.3523313,1394068322
170,118-136,Hugo de Grootstraat,52.0090954,4.3521057,1394068347
171,136C,Hugo de Grootstraat,52.0089347,4.3516172,1394068352
172,100,Hugo de Grootstraat,52.0092741,4.3525401,1394068379
173,35,Hugo de Grootstraat,52.0090980,4.3524933,1400253421
174,25,Hugo de Grootplein,52.0092672,4.3528646,1400253423
175,1A,Spoorsingel,52.0089673,4.3544059,1410759090
176,2A,Spoorsingel,52.0090916,4.3544513,1410759095
177,96,Hugo de Grootstraat,52.0093062,4.3525819,1412527578
178,92,Hugo de Grootstraat,52.0093409,4.3526831,1412539198
179,34,Willemstraat,52.0106540,4.3498601,1416840103
180,4,Voorhofdreef,51.9917004,4.3568384,1421472347
181,104,Schieweg,51.9824292,4.3719924,1433961964
182,107,Kristalweg,52.0091804,4.3272926,1448094750
183,107,Kristalweg,52.0090767,4.3270800,1448094756
184,52,Vlamingstraat,52.0136440,4.3620755,1455237573
185,185,Bikolaan,51.9820253,4.3457205,1478186050
186,243,Bikolaan,51.9821236,4.3465723,1478186125
187,16,Voldersgracht,52.0122015,4.3589958,1480627027
188,1,Stevinweg,51.9988087,4.3755745,1491633170
189,18,Tweemolentjeskade,52.0187162,4.3620872,1493621096
190,139,Papsouwselaan,51.9980592,4.3554550,1504737186
191,40,Mina Krusemanstraat,52.0021137,4.3461799,1534585988
192,105,Zuideinde,52.0017257,4.3628186,1569643722
193,2D,Abtswoudseweg,52.0014369,4.3624628,1569643914
194,71A,Troelstralaan,51.9976297,4.3519991,1571086365
195,1,Weteringlaan,52.0112318,4.3453617,1571184489
196,18,Kleveringweg,52.0251181,4.3634035,1571226584
197,123,Oude Delft,52.0106264,4.3565234,1623825593
198,8,Hoornderslag,53.0212082,4.7111685,1653511382
199,55-57,Brabantse Turfmarkt,52.0100395,4.3605457,1656888389
200,5,Achterom,52.0062216,4.3612461,1656924197
201,2,Oude Langendijk,52.0108558,4.3584407,1656928835
202,27,Krakeelpolderweg,52.0044248,4.3508487,1677196174
203,46,Zuidwal,52.0085932,4.3643741,1697971187
204,47,Zuidwal,52.0086443,4.3644674,1697971197
205,15A,Paradijspoort,52.0096905,4.3629203,1704413906
206,83,Brabantse Turfmarkt,52.0105649,4.3602118,1740134245
207,2A,Graswinckelstraat,52.0075012,4.3521339,1749784548
208,2,Graswinckelstraat,52.0075696,4.3520668,1749797921
209,1,Hooipolderweg,51.9977525,4.3237978,1768303064
210,41,Woudselaan,52.0066514,4.3126887,1788188605
211,2-4,Kluizenaarsbocht,52.0033855,4.3432806,1795740849
212,33-43,Brabantse Turfmarkt,52.0096885,4.3607877,1805609531
213,5,Energieweg,51.9895878,4.3691138,1818984731
214,13,Hooikade,52.0046033,4.3598929,1826069188
215,7,Paradijspoort,52.0101563,4.3624556,1837032027
216,171,Bikolaan,51.9819342,4.3451560,1918882304
217,18,Mercuriusweg,51.9996802,4.3553327,2117878657
218,450,Papsouwselaan,51.9990131,4.3542040,2117878662
219,214-218,Papsouwselaan,51.9999860,4.3535277,2117878667
220,4,Landsdiep,53.0028595,4.7858923,2198821921
221,227,Oosteinde,52.0123472,4.3626106,2266470747
222,11-13,Troelstralaan,51.9979126,4.3540245,2313543928
223,77-85,Troelstralaan,51.9972169,4.3509566,2313543935
224,39A,Kromstraat,52.0108198,4.3597411,2325438477
225,3,Beestenmarkt,52.0113250,4.3620060,2326943001
226,6,Professor Bosschastraat,52.0059997,4.3761230,2396107885
227,5,Markt,52.0114288,4.3579742,2406784938
228,2,Minderbroerstraat,52.0133280,4.3565001,2434003629
229,20,Raam,52.0150175,4.3613944,2492022422
230,13,Oude Langendijk,52.0111132,4.3591427,2558292946
231,1,Willem Naghelstraat,52.0140715,4.3658667,2578034120
232,1,Aalscholverring,51.9815367,4.3624440,2595118795
233,1,Abtsregt,51.9793764,4.3551815,2595118801
234,1,Accrastraat,51.9844954,4.3409436,2595118807
235,1,Adderhof,51.9859723,4.3649595,2595118812
236,1,Adelaarsingel,51.9819632,4.3653007,2595118816
237,1,Adenstraat,51.9791512,4.3497191,2595118821
238,1,Albatrosstraat,51.9814960,4.3667016,2595118827
239,1,Algerijestraat,51.9831893,4.3449748,2595118831
240,1,Amazoneweg,51.9853626,4.3469622,2595118832
241,1,Angolastraat,51.9817769,4.3437780,2595118839
242,1,Anthony Fokkerweg,51.9906959,4.3757167,2595118844
243,1,Argentiniëstraat,51.9841272,4.3510408,2595118849
244,1,Atlashof,51.9831629,4.3440488,2595118855
245,1,Bagdadstraat,51.9791461,4.3514014,2595118859
246,1,Bantulaan,51.9805913,4.3389061,2595118863
247,1,Bellweg,51.9868121,4.3706287,2595118869
248,1,Ben Goerionstraat,51.9806091,4.3457452,2595118873
249,1,Bengalenstraat,51.9792819,4.3506808,2595118878
250,1,Beverhof,51.9854562,4.3620362,2595118884
251,1,Bikolaan,51.9811480,4.3424699,2595118890
252,1,Boerderijstraat,51.9868016,4.3601187,2595118895
253,1,Bogotalaan,51.9822640,4.3472400,2595118902
254,1,Boliviastraat,51.9840628,4.3495704,2595118907
255,1,Bosuilstraat,51.9830401,4.3660517,2595118911
256,1,Botswanastraat,51.9811559,4.3375694,2595118914
257,1,Boussinesqweg,51.9863726,4.3822529,2595118915
258,1,Braziliëhof,51.9837339,4.3477210,2595118919
259,1,Brilduikerhof,51.9814916,4.3600350,2595118922
260,1,Buenos Airesstraat,51.9835713,4.3519764,2595118926
261,1,Buizerdlaan,51.9826962,4.3624703,2595118953
262,1,Bunzinghof,51.9856302,4.3630295,2595118957
263,1,Cairostraat,51.9834875,4.3447043,2595118961
264,1,Caracasstraat,51.9848896,4.3510908,2595118965
265,1,Chilipad,51.9830204,4.3497741,2595118970
266,1,Chinalaan,51.9785852,4.3394460,2595118977
267,1,Colombiahof,51.9821269,4.3477752,2595118978
268,1,Cubalaan,51.9824161,4.3492763,2595118979
269,1,Cyclotronweg,51.9936930,4.3839339,2595118980
270,1,Dakarhof,51.9832193,4.3427572,2595118981
271,1,Dasstraat,51.9854207,4.3606572,2595118982
272,1,De Mirandastraat,51.9844050,4.3510452,2595118983
273,1,Decimastraat,51.9798344,4.3430912,2595118984
274,1,Dieselweg,51.9888115,4.3602766,2595118985
275,1,Dynamoweg,51.9879088,4.3719427,2595118986
276,1,Edelhertlaan,51.9858740,4.3646792,2595118987
277,1,Eekhoornhof,51.9861488,4.3649245,2595118988
278,1,Egyptelaan,51.9830328,4.3416168,2595118989
279,1,Emiratenstraat,51.9783519,4.3442733,2595118990
280,1,Energieweg,51.9899082,4.3710943,2595118992
281,1,Faradayweg,51.9851219,4.3685513,2595118993
282,1,Fluiterpad,51.9844959,4.3629829,2595118994
283,1,Fretstraat,51.9849740,4.3599126,2595118995
284,1,Fuutlaan,51.9831552,4.3598447,2595118996
285,1,Gaaistraat,51.9825293,4.3641510,2595118997
286,1,Gabonstraat,51.9827606,4.3367929,2595118998
287,1,Gandhilaan,51.9806724,4.3482605,2595118999
288,1,Ganzenhof,51.9865723,4.3577775,2595119000
289,1,Geitenkamp,51.9868937,4.3560282,2595119001
290,1,Ghanastraat,51.9814237,4.3451623,2595119002
291,1,Graspieperstraat,51.9819947,4.3564481,2595119003
292,1,Gruttohof,51.9817133,4.3609875,2595119004
293,1,Guineelaan,51.9828114,4.3404763,2595119005
294,1,Havannastraat,51.9821088,4.3493600,2595119006
295,1,Haviksingel,51.9826708,4.3675311,2595119007
296,1,Hazelwormstraat,51.9855941,4.3603656,2595119008
297,1,Hazenlaan,51.9872700,4.3592234,2595119009
298,1,Henk van Riessenlaan,51.9794360,4.3701717,2595119010
299,1,Hermelijnstraat,51.9873361,4.3631315,2595119012
300,1,Het Slot,51.9800996,4.3530378,2595119013
301,1,Hoenderhof,51.9858883,4.3563654,2595119014
302,1,Houtduifstraat,51.9855847,4.3640292,2595119015
303,1,Hélder Câmarastraat,51.9843484,4.3479529,2595119016
304,1,IJsvogelpad,51.9836081,4.3595232,2595119017
305,1,Indiastraat,51.9800291,4.3487249,2595119018
306,1,Israëllaan,51.9802067,4.3476270,2595119019
307,1,Jagerstraat,51.9825503,4.3665808,2595119021
308,1,Japanlaan,51.9797710,4.3419310,2595119022
309,1,Jordaniëstraat,51.9796882,4.3478610,2595119023
310,1,Kalkoenstraat,51.9870669,4.3579319,2595119024
311,1,Karekiethof,51.9833232,4.3556511,2595119025
312,1,Karibastraat,51.9815792,4.3393299,2595119026
313,1,Kenyattastraat,51.9815486,4.3458501,2595119027
314,1,Khartoemstraat,51.9833531,4.3416928,2595119028
315,1,Kiekendiefhof,51.9820127,4.3610281,2595119029
316,1,Kievietstraat,51.9825040,4.3555977,2595119030
317,1,Kluutring,51.9808300,4.3581011,2595119031
318,1,Kluyverweg,51.9898961,4.3753701,2595119032
319,1,Koekamp,51.9864053,4.3587233,2595119033
320,1,Koekoekshof,51.9850315,4.3657057,2595119035
321,1,Kokmeeuwstraat,51.9832659,4.3601237,2595119036
322,1,Koolmeesstraat,51.9843728,4.3654658,2595119037
323,1,Kraaienstraat,51.9820213,4.3638335,2595119038
324,1,Kuifeendhof,51.9817891,4.3593337,2595119039
325,1,Kwartelstraat,51.9813920,4.3568628,2595119040
326,1,La Pazstraat,51.9846856,4.3495305,2595119041
327,1,Lagosweg,51.9849164,4.3433831,2595119042
328,1,Lambarenestraat,51.9817853,4.3370829,2595119043
329,1,Leeuweriklaan,51.9802493,4.3581973,2595119044
330,1,Lepelaarstraat,51.9843512,4.3599131,2595119045
331,1,Lesothostraat,51.9805249,4.3369182,2595119046
332,1,Libanonstraat,51.9797188,4.3446800,2595119047
333,1,Libellepad,51.9852147,4.3661180,2595119048
334,1,Liberiastraat,51.9823372,4.3405519,2595119049
335,1,Libiëstraat,51.9832747,4.3456640,2595119050
336,1,Lumumbasingel,51.9820652,4.3419722,2595119051
337,1,Lusakastraat,51.9816994,4.3402121,2595119052
338,1,Malawistraat,51.9800951,4.3376897,2595119053
339,1,Malisingel,51.9833593,4.3407013,2595119055
340,1,Marconiweg,51.9849003,4.3713367,2595119056
341,1,Marokkostraat,51.9827928,4.3424296,2595119057
342,1,Marterstraat,51.9877664,4.3644058,2595119058
343,1,Medinastraat,51.9782094,4.3434029,2595119059
344,1,Mexicohof,51.9828578,4.3476019,2595119060
345,1,Moufflonlaan,51.9861976,4.3639084,2595119061
346,1,Nachtegaallaan,51.9846453,4.3639419,2595119062
347,1,Namibiëstraat,51.9796905,4.3384384,2595119063
348,1,Nasserstraat,51.9810782,4.3443624,2595119064
349,1,Nijlhof,51.9833265,4.3435565,2595119065
350,1,Oe Thantstraat,51.9793132,4.3490201,2595119066
351,1,Oeverloperpad,51.9836258,4.3555191,2595119067
352,1,Omanstraat,51.9790269,4.3484130,2595119068
353,1,Ooievaarstraat,51.9811320,4.3570959,2595119069
354,1,Orinocostraat,51.9850049,4.3518299,2595119070
355,1,Otterlaan,51.9871115,4.3620937,2595119071
356,1,Pijlstaartpad,51.9835902,4.3588537,2595119072
357,1,Plevierhof,51.9808693,4.3564813,2595119073
358,1,Ponyhof,51.9867510,4.3585985,2595119074
359,1,Rabatstraat,51.9830108,4.3430870,2595119075
360,1,Rallepad,51.9828536,4.3551557,2595119076
361,1,Reigerstraat,51.9829869,4.3593747,2595119077
362,1,Rietgorsstraat,51.9832480,4.3555906,2595119078
363,1,Rietzangerstraat,51.9833142,4.3567573,2595119079
364,1,Roerdomphof,51.9817704,4.3583868,2595119080
365,1,Ruivenstraat,51.9913927,4.3728897,2595119082
366,1,Salamanderpad,51.9857300,4.3598231,2595119083
367,1,Sandinoweg,51.9852907,4.3480990,2595119084
368,1,Scholeksterpad,51.9830102,4.3569909,2595119085
369,1,Sijsjespad,51.9847941,4.3648670,2595119086
370,1,Slechtvalkhof,51.9822874,4.3621670,2595119087
371,1,Soedanhof,51.9826621,4.3417581,2595119088
372,1,Sowetostraat,51.9811049,4.3372779,2595119089
373,1,Spechtstraat,51.9843325,4.3632914,2595119090
374,1,Sperwersingel,51.9831236,4.3647246,2595119091
375,1,Spreeuwenstraat,51.9837029,4.3642556,2595119092
376,1,Sri Lankapad,51.9814606,4.3487157,2595119093
377,1,Straat van Ormoes,51.9783881,4.3486255,2595119094
378,1,Suezsingel,51.9837659,4.3461932,2595119095
379,1,Syriësingel,51.9809276,4.3467825,2595119096
380,1,Talinghof,51.9813639,4.3592050,2595119097
381,1,Tibetstraat,51.9796565,4.3411987,2595119098
382,1,Togostraat,51.9819804,4.3425675,2595119099
383,1,Tripolipad,51.9833853,4.3465757,2595119100
384,1,Tutustraat,51.9823638,4.3388532,2595119101
385,1,Uilensingel,51.9831435,4.3672685,2595119102
386,1,Uiverstraat,51.9796505,4.3570682,2595119103
387,1,Valkenlaan,51.9827860,4.3673739,2595119104
388,1,Veldmuizenpad,51.9866177,4.3612626,2595119105
389,1,Venezuelastraat,51.9846533,4.3527604,2595119106
390,1,Verzetspad,51.9841334,4.3387952,2595119107
391,1,Victoriapad,51.9859337,4.3516164,2595119108
392,1,Vinkenlaan,51.9849343,4.3662573,2595119110
393,1,Voltaweg,51.9850358,4.3737912,2595119111
394,1,Vossenlaan,51.9850889,4.3594087,2595119112
395,1,Wassenaarstraat,51.9910572,4.3730905,2595119113
396,1,Waterhoenstraat,51.9835857,4.3568687,2595119114
397,1,Watersnipstraat,51.9831530,4.3559213,2595119115
398,1,Wezelstraat,51.9877242,4.3612797,2595119116
399,1,Wielewaalstraat,51.9846154,4.3663274,2595119117
400,1,Wouwstraat,51.9824711,4.3632558,2595119118
401,1,Wulppad,51.9823759,4.3568875,2595119119
402,1,Zaagbekhof,51.9829042,4.3588910,2595119120
403,1,Zambezilaan,51.9828753,4.3376817,2595119121
404,1,Zambiastraat,51.9831791,4.3394613,2595119122
405,1,Zaïrestraat,51.9818931,4.3420322,2595119123
406,1,Zwaluwstraat,51.9810157,4.3562837,2595119124
407,1,Zwanenpad,51.9870161,4.3569658,2595119125
408,1,Zwarte Sternhof,51.9838003,4.3582479,2595119126
409,10,Aalscholverring,51.9818153,4.3623201,2595119127
410,10,Adderhof,51.9855208,4.3650535,2595119128
411,10,Adelaarsingel,51.9818464,4.3646876,2595119129
412,10,Adenstraat,51.9789515,4.3495364,2595119134
413,10,Afrikalaan,51.9832001,4.3410268,2595119138
414,10,Algerijestraat,51.9830682,4.3447831,2595119139
415,10,Alkstraat,51.9798950,4.3580503,2595119140
416,10,Amazoneweg,51.9855358,4.3478691,2595119141
417,10,Ampèreweg,51.9873977,4.3682019,2595119142
418,10,Angolastraat,51.9808955,4.3439127,2595119143
419,10,Arendlaan,51.9821590,4.3653787,2595119144
420,10,Argentiniëstraat,51.9839630,4.3500176,2595119145
421,10,Atlashof,51.9829222,4.3438207,2595119146
422,10,Bantulaan,51.9804464,4.3393184,2595119147
423,10,Bellweg,51.9867656,4.3716413,2595119148
424,10,Ben Bellastraat,51.9823567,4.3455606,2595119149
425,10,Bengalenstraat,51.9790663,4.3504187,2595119150
426,10,Beverhof,51.9859427,4.3617806,2595119151
427,10,Bikolaan,51.9809427,4.3426407,2595119153
428,10,Bogotalaan,51.9824550,4.3475555,2595119155
429,10,Boomkleverstraat,51.9837089,4.3649674,2595119156
430,10,Bosuilstraat,51.9832642,4.3661663,2595119157
431,10,Botswanastraat,51.9803789,4.3373225,2595119159
432,10,Braziliëhof,51.9838707,4.3481849,2595119160
433,10,Brilduikerhof,51.9811484,4.3598620,2595119161
434,10,Brionhof,51.9841329,4.3524421,2595119162
435,10,Buenos Airesstraat,51.9839087,4.3516028,2595119163
436,10,Bunzinghof,51.9861131,4.3628556,2595119164
437,10,Cairostraat,51.9837171,4.3448536,2595119165
438,10,Caracasstraat,51.9847371,4.3515485,2595119166
439,10,Chinalaan,51.9786778,4.3387601,2595119167
440,10,Colombiahof,51.9818655,4.3473962,2595119168
441,10,Cubalaan,51.9822400,4.3498468,2595119169
442,10,Dasstraat,51.9852212,4.3604054,2595119170
443,10,Decimastraat,51.9798830,4.3428311,2595119171
444,10,Dynamoweg,51.9875615,4.3723513,2595119172
445,10,Edelhertlaan,51.9862477,4.3652283,2595119173
446,10,Eekhoornhof,51.9866045,4.3648517,2595119174
447,10,Egyptelaan,51.9828366,4.3418448,2595119175
448,10,Einsteinweg,51.9817332,4.3716421,2595119177
449,10,Emiratenstraat,51.9781222,4.3440815,2595119178
450,10,Faradayweg,51.9864528,4.3715310,2595119179
451,10,Fluiterpad,51.9847549,4.3632900,2595119180
452,10,Fuutlaan,51.9829789,4.3601532,2595119181
453,10,Gaaistraat,51.9827617,4.3642902,2595119182
454,10,Gabonstraat,51.9825051,4.3366373,2595119183
455,10,Gandhilaan,51.9803356,4.3484772,2595119184
456,10,Ganzenhof,51.9861137,4.3579783,2595119185
457,10,Geitenkamp,51.9866526,4.3558092,2595119186
458,10,Ghanastraat,51.9811426,4.3451350,2595119187
459,10,Gruttohof,51.9812491,4.3611488,2595119188
460,10,Guineelaan,51.9829620,4.3404222,2595119189
461,10,Guévarastraat,51.9827018,4.3504017,2595119190
462,10,Hagedissingel,51.9849875,4.3611072,2595119191
463,10,Havannastraat,51.9820675,4.3487623,2595119192
464,10,Haviksingel,51.9827353,4.3674887,2595119193
465,10,Hazenlaan,51.9867290,4.3591794,2595119194
466,10,Hermelijnstraat,51.9870866,4.3630011,2595119195
467,10,Himalayapad,51.9798091,4.3407885,2595119196
468,10,Hoenderhof,51.9860332,4.3568486,2595119198
469,10,Houtduifstraat,51.9853275,4.3637511,2595119199
470,10,Hélder Câmarastraat,51.9842642,4.3486337,2595119200
471,10,IJsvogelpad,51.9835428,4.3598419,2595119201
472,10,Indiastraat,51.9798834,4.3491127,2595119202
473,10,Israëllaan,51.9804529,4.3469677,2595119203
474,10,Ivoorkust,51.9822956,4.3451077,2595119204
475,10,Jagerstraat,51.9823278,4.3664191,2595119205
476,10,Japanlaan,51.9796974,4.3423117,2595119206
477,10,Jordaniëstraat,51.9798294,4.3474848,2595119210
478,10,Karekiethof,51.9835677,4.3555530,2595119214
479,10,Karibastraat,51.9813421,4.3391324,2595119218
480,10,Kenyattastraat,51.9813098,4.3457985,2595119220
