,addr:housenumber,addr:street,latitude,longitude,id
15717,33,Gebbenlaan,51.9885879,4.3419018,2595418634
15718,33,Gildestraat,51.9997807,4.3553541,2595418639
15719,33,Grabijnhof,51.9865363,4.3374171,2595418644
15720,33,Griegstraat,51.9960685,4.3442073,2595418645
15721,33,Guido Gezellelaan,51.9892454,4.3545831,2595418649
15722,33,Hendrik Marsmanlaan,51.9947406,4.3520948,2595418654
15723,33,Herculesweg,51.9983846,4.3567526,2595418659
15724,33,Herman Gorterhof,51.9937243,4.3565426,2595418664
15725,33,Hermesstraat,51.9986415,4.3562299,2595418667
15726,33,Händellaan,51.9902472,4.3425216,2595418668
15727,33,Icarusweg,51.9979366,4.3558033,2595418669
15728,33,Isaäc da Costalaan,51.9967787,4.3584371,2595418670
15729,33,J.J. Slauerhofflaan,51.9901861,4.3563180,2595418671
15730,33,Jan Campertlaan,51.9921273,4.3550578,2595418672
15731,33,Juniusstraat,51.9978076,4.3463304,2595418673
15732,33,Kapellaan,51.9982131,4.3321701,2595418674
15733,33,Kloosterpad,51.9992082,4.3316611,2595418675
15734,33,Kurt Weillstraat,51.9987293,4.3451982,2595418678
15735,33,Lisztstraat,51.9953818,4.3380562,2595418683
15736,33,Lodewijk van Deysselhof,51.9917882,4.3577542,2595418685
15737,33,Louis Couperuslaan,51.9922824,4.3621283,2595418686
15738,33,Mahlerstraat,51.9952867,4.3426972,2595418687
15739,33,Menno ter Braaklaan,51.9941382,4.3532814,2595418688
15740,33,Minervaweg,51.9981277,4.3599035,2595418689
15741,33,Molensingel,51.9998531,4.3396918,2595418690
15742,33,Molenweide,52.0008738,4.3410273,2595418691
15743,33,Multatuliweg,51.9948393,4.3587246,2595418692
15744,33,Nicolaas Beetslaan,51.9941485,4.3611209,2595418693
15745,33,Oliemolen,51.9991525,4.3383227,2595418694
15746,33,Oude Veiling,52.0002569,4.3343890,2595418695
15747,33,Papsouwselaan,52.0009522,4.3545210,2595418696
15748,33,Pijperring,51.9913224,4.3453947,2595418697
15749,33,Poptahof Noord,52.0005310,4.3523975,2595418698
15750,33,Raad van Europalaan,51.9872127,4.3490887,2595418699
15751,33,Roland Holstlaan,51.9962152,4.3539594,2595418700
15752,33,Rooseveltlaan,51.9890417,4.3484402,2595418701
15753,33,Schoolstraat,51.9983792,4.3333276,2595418702
15754,33,Schubertlaan,51.9923263,4.3412735,2595418703
15755,33,Strawinskylaan,51.9939606,4.3361465,2595418704
15756,33,Sweelinckstraat,51.9929517,4.3456262,2595418705
15757,33,Taj Mahalplaats,51.9983967,4.3517277,2595418706
15758,33,Troelstralaan,51.9976798,4.3530160,2595418707
15759,33,Van Hasseltlaan,51.9893339,4.3436058,2595418708
15760,33,Van Rijslaan,51.9891878,4.3360048,2595418709
15761,33,Van der Horststraat,51.9933215,4.3478900,2595418710
15762,33,Van der Kamlaan,51.9884969,4.3396510,2595418711
15763,33,Van der Veensingel,51.9884602,4.3356857,2595418712
15764,33,Vulcanusweg,51.9982660,4.3596970,2595418713
15765,33,Wagenaarstraat,51.9931308,4.3467511,2595418714
15766,33,Westlandseweg,52.0021139,4.3542454,2595418715
15767,33,Wielengahof,51.9864456,4.3390750,2595418716
15768,33,Wilhelminalaan,51.9872878,4.3425125,2595418717
15769,33,Willem Bilderdijkhof,51.9957327,4.3555173,2595418718
15770,33,Zagwijnpad,51.9904596,4.3455757,2595418719
15771,33,Zjoekowlaan,51.9884530,4.3466767,2595418720
15772,330,Hendrik Tollensstraat,51.9964700,4.3564489,2595418723
15773,330,Mozartlaan,51.9946775,4.3339643,2595418724
15774,330,Papsouwselaan,51.9986376,4.3538280,2595418725
15775,330,Pijperring,51.9923030,4.3465977,2595418726
15776,330,Poptahof Noord,51.9993487,4.3499334,2595418727
15777,330,Reinier de Graafweg,51.9984087,4.3375708,2595418728
15778,330,Van Hasseltlaan,51.9892939,4.3435618,2595418729
15779,331,Chopinlaan,51.9943981,4.3403666,2595418730
15780,331,Händellaan,51.9907196,4.3406297,2595418731
15781,331,Isaäc da Costalaan,51.9958402,4.3601843,2595418732
15782,331,Pijperring,51.9923029,4.3465975,2595418733
15783,331,Poptahof Noord,51.9993489,4.3499334,2595418734
15784,331,Roland Holstlaan,51.9961937,4.3539801,2595418735
15785,331,Van Hasseltlaan,51.9892938,4.3435616,2595418736
15786,331,Vorrinkplein,52.0012401,4.3527693,2595418737
15787,332,Aart van der Leeuwlaan,51.9931845,4.3514945,2595418738
15788,332,Hendrik Tollensstraat,51.9964698,4.3564490,2595418741
15789,332,Mozartlaan,51.9946775,4.3339642,2595418742
15790,332,Papsouwselaan,51.9986378,4.3538281,2595418743
15791,332,Pijperring,51.9923028,4.3465974,2595418744
15792,332,Poptahof Noord,51.9993491,4.3499333,2595418745
15793,332,Reinier de Graafweg,51.9984085,4.3375706,2595418746
15794,332,Van Hasseltlaan,51.9892937,4.3435615,2595418747
15795,333,Chopinlaan,51.9943981,4.3403664,2595418748
15796,333,Händellaan,51.9907197,4.3406299,2595418749
15797,333,Isaäc da Costalaan,51.9958404,4.3601844,2595418750
15798,333,Pijperring,51.9923027,4.3465972,2595418751
15799,333,Poptahof Noord,52.0002678,4.3497487,2595418752
15800,333,Roland Holstlaan,51.9961936,4.3539803,2595418753
15801,333,Van Hasseltlaan,51.9892935,4.3435613,2595418754
15802,333,Vorrinkplein,52.0012400,4.3527691,2595418755
15803,334,Aart van der Leeuwlaan,51.9931843,4.3514944,2595418756
15804,334,Hendrik Tollensstraat,51.9964696,4.3564491,2595418759
15805,334,Mozartlaan,51.9946774,4.3339640,2595418760
15806,334,Papsouwselaan,51.9986380,4.3538282,2595418761
15807,334,Pijperring,51.9923026,4.3465970,2595418762
15808,334,Poptahof Noord,52.0002422,4.3497160,2595418763
15809,334,Reinier de Graafweg,51.9983628,4.3373046,2595418764
15810,334,Van Hasseltlaan,51.9892934,4.3435612,2595418765
15811,335,Chopinlaan,51.9943981,4.3403662,2595418766
15812,335,Isaäc da Costalaan,51.9958406,4.3601845,2595418767
15813,335,Pijperring,51.9923025,4.3465969,2595418768
15814,335,Poptahof Noord,52.0002497,4.3496682,2595418769
15815,335,Roland Holstlaan,51.9961934,4.3539804,2595418770
15816,335,Van Hasseltlaan,51.9892933,4.3435610,2595418771
15817,335,Vorrinkplein,52.0012399,4.3527689,2595418773
15818,336,Aart van der Leeuwlaan,51.9931842,4.3514943,2595418774
15819,336,Hendrik Tollensstraat,51.9964694,4.3564491,2595418777
15820,336,Mozartlaan,51.9946774,4.3339638,2595418778
15821,336,Papsouwselaan,51.9986382,4.3538282,2595418779
15822,336,Pijperring,51.9923024,4.3465967,2595418780
15823,336,Poptahof Noord,52.0002321,4.3496315,2595418781
15824,336,Reinier de Graafweg,51.9983627,4.3373044,2595418782
15825,336,Van Hasseltlaan,51.9892931,4.3435609,2595418783
15826,337,Chopinlaan,51.9943981,4.3403660,2595418784
15827,337,Isaäc da Costalaan,51.9960952,4.3600750,2595418785
15828,337,Poptahof Noord,52.0002415,4.3495851,2595418786
15829,337,Roland Holstlaan,51.9961933,4.3539805,2595418787
15830,337,Van Hasseltlaan,51.9892930,4.3435607,2595418788
15831,338,Aart van der Leeuwlaan,51.9931840,4.3514942,2595418789
15832,338,Hendrik Tollensstraat,51.9964692,4.3564492,2595418792
15833,338,Mozartlaan,51.9946773,4.3339636,2595418793
15834,338,Papsouwselaan,51.9986384,4.3538283,2595418794
15835,338,Poptahof Noord,52.0002234,4.3495454,2595418795
15836,338,Reinier de Graafweg,51.9983626,4.3373043,2595418796
15837,338,Van Hasseltlaan,51.9892929,4.3435606,2595418797
15838,339,Chopinlaan,51.9943981,4.3403658,2595418798
15839,339,Isaäc da Costalaan,51.9960950,4.3600751,2595418799
15840,339,Pijperring,51.9916177,4.3460455,2595418800
15841,339,Poptahof Noord,52.0002319,4.3495020,2595418801
15842,339,Roland Holstlaan,51.9961931,4.3539807,2595418802
15843,339,Van Hasseltlaan,51.9892927,4.3435604,2595418803
15844,339,Vorrinkplein,52.0012410,4.3527716,2595418804
15845,33A,Beethovenlaan,51.9923732,4.3379391,2595418805
15846,33A,Sweelinckstraat,51.9930146,4.3455053,2595418806
15847,33A,Van der Horststraat,51.9933823,4.3477705,2595418807
15848,33A,Wagenaarstraat,51.9931978,4.3466352,2595418808
15849,33B,Sweelinckstraat,51.9930051,4.3454493,2595418809
15850,33B,Van der Horststraat,51.9933741,4.3477103,2595418810
15851,33B,Wagenaarstraat,51.9931888,4.3465764,2595418811
15852,34,Aart van der Leeuwlaan,51.9941262,4.3505228,2595418812
15853,34,Adama van Scheltemaplein,51.9918308,4.3514874,2595418813
15854,34,Akropolishof,51.9989975,4.3529669,2595418814
15855,34,Albert Verweylaan,51.9927718,4.3611900,2595418815
15856,34,Artemisstraat,51.9974433,4.3561511,2595418816
15857,34,Arthur van Schendelplein,51.9925821,4.3586153,2595418817
15858,34,Bachsingel,51.9921554,4.3398817,2595418818
15859,34,Beethovenlaan,51.9906804,4.3382086,2595418819
15860,34,Betje Wolfflaan,51.9946369,4.3601633,2595418820
15861,34,Bizetstraat,51.9949247,4.3415528,2595418821
15862,34,Bosboom-Toussaintplein,51.9944883,4.3573950,2595418822
15863,34,Brahmslaan,51.9963352,4.3388570,2595418823
15864,34,Buitenhofdreef,51.9947280,4.3436098,2595418824
15865,34,Burgemeestersrand,51.9859001,4.3423676,2595418825
15866,34,Chopinlaan,51.9933987,4.3388165,2595418826
15867,34,Churchilllaan,51.9876668,4.3472682,2595418827
15868,34,César Franckstraat,51.9950426,4.3359852,2595418828
15869,34,De Eendracht,52.0009468,4.3423605,2595418829
15870,34,De Gaullelaan,51.9891014,4.3480686,2595418830
15871,34,De Hoop,52.0019578,4.3413810,2595418831
15872,34,Debussystraat,51.9957223,4.3401208,2595418832
15873,34,Diepenbrockstraat,51.9943879,4.3454697,2595418833
15874,34,Dirk Costerplein,51.9907335,4.3597834,2595418834
15875,34,Drogerij,52.0003708,4.3360793,2595418835
15876,34,Duke Ellingtonstraat,51.9960336,4.3469402,2595418836
15877,34,Dwarshaven,51.9989799,4.3358010,2595418837
15878,34,Eisenhowerlaan,51.9897565,4.3477113,2595418839
15879,34,Fabrieksstraat,52.0026709,4.3557788,2595418840
15880,34,Foulkeslaan,51.9889343,4.3449134,2595418841
15881,34,Frederik van Eedenlaan,51.9907443,4.3615676,2595418842
15882,34,Gebbenlaan,51.9886555,4.3418724,2595418843
15883,34,Gerbrandylaan,51.9858981,4.3350170,2595418844
15884,34,Glenn Millerstraat,51.9970227,4.3461554,2595418845
15885,34,Grabijnhof,51.9865942,4.3373922,2595418846
15886,34,Griegstraat,51.9962011,4.3408963,2595418847
15887,34,Guido Gezellelaan,51.9892454,4.3545829,2595418848
15888,34,Haydnlaan,51.9930488,4.3409419,2595418849
15889,34,Hendrik Marsmanlaan,51.9952560,4.3520120,2595418853
15890,34,Hendrik Tollensstraat,51.9964969,4.3564366,2595418854
15891,34,Herculesweg,51.9983846,4.3567528,2595418858
15892,34,Herman Gorterhof,51.9937241,4.3565428,2595418864
15893,34,Händellaan,51.9906904,4.3435949,2595418869
15894,34,Isaäc da Costalaan,51.9960816,4.3587702,2595418874
15895,34,Jan Thoméelaan,51.9955086,4.3336933,2595418879
15896,34,Kapellaan,51.9980597,4.3299857,2595418883
15897,34,Kloosterpad,51.9992443,4.3313250,2595418888
15898,34,Koetlaan,51.9880325,4.3366104,2595418893
15899,34,Lisztstraat,51.9953818,4.3380560,2595418898
15900,34,Lodewijk van Deysselhof,51.9917881,4.3577544,2595418903
15901,34,Mahlerstraat,51.9948086,4.3424306,2595418908
15902,34,Martinus Nijhofflaan,51.9971410,4.3520857,2595418913
15903,34,Molensingel,51.9996958,4.3398160,2595418918
15904,34,Molenweide,52.0011979,4.3407176,2595418922
15905,34,Montgomerylaan,51.9889613,4.3457699,2595418927
15906,34,Mozartlaan,51.9946866,4.3339925,2595418931
15907,34,Multatuliweg,51.9920400,4.3596747,2595418932
15908,34,Nicolaas Beetslaan,51.9940841,4.3601770,2595418938
15909,34,Oliemolen,52.0004013,4.3366409,2595418944
15910,34,Oude Veiling,51.9998558,4.3342736,2595418949
15911,34,Palmyraplaats,51.9981378,4.3508923,2595418954
15912,34,Papsouwselaan,52.0005751,4.3532799,2595418960
15913,34,Pijperring,51.9913226,4.3453949,2595418965
15914,34,Poptahof Noord,52.0005271,4.3523556,2595418994
15915,34,Raad van Europalaan,51.9866686,4.3472565,2595419000
15916,34,Reinier de Graafweg,51.9990571,4.3412501,2595419002
15917,34,Rooseveltlaan,51.9886540,4.3496978,2595419003
15918,34,Schoolstraat,51.9983306,4.3333521,2595419006
15919,34,Schubertlaan,51.9936062,4.3435508,2595419012
15920,34,Strawinskylaan,51.9938927,4.3364472,2595419015
15921,34,Sweelinckstraat,51.9929519,4.3456262,2595419016
15922,34,Tussenhaven,51.9992418,4.3336971,2595419017
15923,34,Van Hasseltlaan,51.9893337,4.3436056,2595419018
15924,34,Van Rijslaan,51.9884140,4.3342243,2595419019
15925,34,Van der Horststraat,51.9933216,4.3478899,2595419020
15926,34,Van der Kamlaan,51.9885429,4.3396307,2595419021
15927,34,Van der Slootsingel,51.9894695,4.3373646,2595419022
15928,34,Wagenaarstraat,51.9931310,4.3467510,2595419023
15929,34,Wielengahof,51.9864522,4.3391177,2595419024
15930,34,Wilhelminalaan,51.9875790,4.3406411,2595419025
15931,34,Willem Bilderdijkhof,51.9957326,4.3555174,2595419026
15932,34,Willem Kloospad,51.9914015,4.3612611,2595419027
15933,34,Zagwijnpad,51.9904594,4.3455757,2595419028
15934,340,Aart van der Leeuwlaan,51.9931838,4.3514941,2595419029
15935,340,E. du Perronlaan,51.9960049,4.3529177,2595419031
15936,340,Hendrik Tollensstraat,51.9964691,4.3564493,2595419033
15937,340,Mozartlaan,51.9946772,4.3339634,2595419038
15938,340,Papsouwselaan,51.9986386,4.3538283,2595419043
15939,340,Pijperring,51.9916291,4.3461170,2595419048
15940,340,Poptahof Noord,52.0002147,4.3494631,2595419053
15941,340,Reinier de Graafweg,51.9983625,4.3373041,2595419059
15942,340,Van Hasseltlaan,51.9892926,4.3435603,2595419060
15943,341,Chopinlaan,51.9943981,4.3403656,2595419067
15944,341,Isaäc da Costalaan,51.9960949,4.3600752,2595419071
15945,341,Pijperring,51.9916409,4.3461885,2595419072
15946,341,Poptahof Noord,52.0002232,4.3494160,2595419074
15947,341,Roland Holstlaan,51.9961930,4.3539808,2595419075
15948,341,Van Hasseltlaan,51.9892925,4.3435601,2595419076
15949,341,Vorrinkplein,52.0012389,4.3527668,2595419078
15950,342,Aart van der Leeuwlaan,51.9931836,4.3514940,2595419081
15951,342,E. du Perronlaan,51.9960049,4.3529175,2595419084
15952,342,Hendrik Tollensstraat,51.9964689,4.3564494,2595419088
15953,342,Mozartlaan,51.9946772,4.3339632,2595419090
15954,342,Papsouwselaan,51.9986388,4.3538284,2595419094
15955,342,Pijperring,51.9916527,4.3462593,2595419097
15956,342,Poptahof Noord,52.0002065,4.3493793,2595419100
15957,342,Reinier de Graafweg,51.9983623,4.3373039,2595419102
15958,342,Van Hasseltlaan,51.9892923,4.3435600,2595419106
15959,343,Chopinlaan,51.9943981,4.3403654,2595419107
15960,343,Isaäc da Costalaan,51.9960947,4.3600754,2595419112
15961,343,Pijperring,51.9916649,4.3463301,2595419117
15962,343,Poptahof Noord,52.0002145,4.3493329,2595419121
15963,343,Roland Holstlaan,51.9961929,4.3539809,2595419123
15964,343,Van Hasseltlaan,51.9892922,4.3435599,2595419124
15965,343,Vorrinkplein,52.0012409,4.3527715,2595419125
15966,344,Aart van der Leeuwlaan,51.9931835,4.3514939,2595419130
15967,344,Hendrik Tollensstraat,51.9964687,4.3564495,2595419141
15968,344,Mozartlaan,51.9946771,4.3339630,2595419143
15969,344,Papsouwselaan,51.9986390,4.3538284,2595419147
15970,344,Pijperring,51.9916763,4.3464009,2595419155
15971,344,Poptahof Noord,52.0001964,4.3492955,2595419156
15972,344,Reinier de Graafweg,51.9983622,4.3373038,2595419157
15973,344,Van Hasseltlaan,51.9892921,4.3435597,2595419158
15974,345,Chopinlaan,51.9943981,4.3403652,2595419159
15975,345,Isaäc da Costalaan,51.9960946,4.3600755,2595419160
15976,345,Pijperring,51.9916877,4.3464724,2595419161
15977,345,Poptahof Noord,52.0002044,4.3492499,2595419162
15978,345,Roland Holstlaan,51.9961927,4.3539811,2595419163
15979,345,Van Hasseltlaan,51.9892919,4.3435596,2595419164
15980,345,Vorrinkplein,52.0012409,4.3527713,2595419165
15981,346,Aart van der Leeuwlaan,51.9931833,4.3514938,2595419166
15982,346,Hendrik Tollensstraat,51.9964685,4.3564496,2595419169
15983,346,Mozartlaan,51.9946771,4.3339628,2595419170
15984,346,Papsouwselaan,51.9986392,4.3538285,2595419171
15985,346,Pijperring,51.9916995,4.3465439,2595419172
15986,346,Poptahof Noord,52.0001873,4.3492124,2595419173
15987,346,Reinier de Graafweg,51.9983621,4.3373036,2595419174
15988,346,Van Hasseltlaan,51.9892918,4.3435594,2595419175
15989,347,Chopinlaan,51.9943981,4.3403650,2595419176
15990,347,Isaäc da Costalaan,51.9960944,4.3600756,2595419177
15991,347,Pijperring,51.9917118,4.3466147,2595419178
15992,347,Poptahof Noord,52.0001519,4.3490058,2595419179
15993,347,Roland Holstlaan,51.9961926,4.3539812,2595419180
15994,347,Van Hasseltlaan,51.9892917,4.3435593,2595419181
15995,348,Aart van der Leeuwlaan,51.9931831,4.3514937,2595419182
15996,348,E. du Perronlaan,51.9960049,4.3529169,2595419184
15997,348,Hendrik Tollensstraat,51.9964683,4.3564496,2595419185
15998,348,Mozartlaan,51.9946770,4.3339626,2595419186
15999,348,Papsouwselaan,51.9986394,4.3538286,2595419187
16000,348,Pijperring,51.9917236,4.3466862,2595419188
16001,348,Poptahof Noord,52.0001517,4.3490059,2595419189
16002,348,Reinier de Graafweg,51.9983620,4.3373034,2595419190
16003,348,Van Hasseltlaan,51.9892915,4.3435591,2595419191
16004,349,Chopinlaan,51.9943981,4.3403648,2595419192
16005,349,Isaäc da Costalaan,51.9960942,4.3600757,2595419194
16006,349,Pijperring,51.9917346,4.3467577,2595419196
16007,349,Poptahof Noord,52.0001515,4.3490059,2595419199
16008,349,Roland Holstlaan,51.9961924,4.3539814,2595419204
16009,349,Van Hasseltlaan,51.9892914,4.3435590,2595419210
16010,34A,Haydnlaan,51.9929504,4.3402090,2595419215
16011,35,A.M. de Jonglaan,51.9928592,4.3530329,2595419222
16012,35,Aagje Dekenlaan,51.9954985,4.3593462,2595419227
16013,35,Aart van der Leeuwlaan,51.9957674,4.3509370,2595419233
16014,35,Adama van Scheltemaplein,51.9918307,4.3514872,2595419239
16015,35,Akropolishof,51.9989975,4.3529667,2595419247
16016,35,Albert Verweylaan,51.9932649,4.3613346,2595419249
16017,35,Antoon Coolenlaan,51.9908158,4.3541818,2595419250
16018,35,Apolloweg,51.9973982,4.3580363,2595419251
16019,35,Arthur van Schendelplein,51.9925821,4.3586152,2595419252
16020,35,Bachsingel,51.9921554,4.3398815,2595419253
16021,35,Beethovenlaan,51.9923326,4.3379215,2595419254
16022,35,Bizetstraat,51.9946981,4.3418566,2595419255
16023,35,Bosboom-Toussaintplein,51.9944883,4.3573949,2595419256
16024,35,Brahmslaan,51.9960718,4.3389673,2595419257
16025,35,Burgemeestersrand,51.9852666,4.3371663,2595419258
16026,35,Chopinlaan,51.9943095,4.3398459,2595419259
16027,35,Churchilllaan,51.9883173,4.3471997,2595419260
16028,35,Cole Porterstraat,51.9983101,4.3448249,2595419261
16029,35,César Franckstraat,51.9950425,4.3359850,2595419262
16030,35,De Eendracht,52.0009468,4.3423603,2595419263
16031,35,De Hoop,52.0019577,4.3413808,2595419264
16032,35,Debussystraat,51.9957223,4.3401206,2595419265
16033,35,Diepenbrockstraat,51.9950742,4.3454962,2595419266
16034,35,Dirk Costerplein,51.9907334,4.3597832,2595419267
16035,35,Drogerij,52.0003592,4.3360889,2595419268
16036,35,Eisenhowerlaan,51.9899515,4.3471573,2595419269
16037,35,Foulkeslaan,51.9889342,4.3449135,2595419270
16038,35,Frederik van Eedenlaan,51.9914586,4.3620914,2595419271
16039,35,Gebbenlaan,51.9886940,4.3420800,2595419272
16040,35,Gildestraat,51.9997807,4.3553543,2595419273
16041,35,Grabijnhof,51.9866520,4.3373674,2595419274
16042,35,Griegstraat,51.9960684,4.3442075,2595419275
16043,35,Guido Gezellelaan,51.9892453,4.3545827,2595419276
16044,35,Hendrik Marsmanlaan,51.9947236,4.3520046,2595419277
16045,35,Herculesweg,51.9983846,4.3567530,2595419278
16046,35,Herman Gorterhof,51.9929705,4.3573854,2595419279
16047,35,Hermesstraat,51.9986134,4.3562445,2595419280
16048,35,Händellaan,51.9902474,4.3425217,2595419281
16049,35,Icarusweg,51.9979365,4.3558035,2595419282
16050,35,Isaäc da Costalaan,51.9967787,4.3584369,2595419283
16051,35,J.J. Slauerhofflaan,51.9901859,4.3563181,2595419284
16052,35,Jan Campertlaan,51.9921271,4.3550579,2595419285
16053,35,Juniusstraat,51.9978078,4.3463303,2595419286
16054,35,Kapellaan,51.9982582,4.3321506,2595419287
16055,35,Kloosterpad,51.9991874,4.3316717,2595419288
16056,35,Kurt Weillstraat,51.9987293,4.3451984,2595419289
16057,35,Lisztstraat,51.9953817,4.3380558,2595419290
16058,35,Lodewijk van Deysselhof,51.9910682,4.3585761,2595419291
16059,35,Louis Couperuslaan,51.9922823,4.3621284,2595419292
16060,35,Mahlerstraat,51.9952500,4.3427041,2595419293
16061,35,Menno ter Braaklaan,51.9941382,4.3532816,2595419294
16062,35,Minervaweg,51.9981279,4.3599034,2595419295
16063,35,Molensingel,51.9998656,4.3397310,2595419296
16064,35,Molenweide,52.0008676,4.3409756,2595419297
16065,35,Multatuliweg,51.9947847,4.3587564,2595419298
16066,35,Nicolaas Beetslaan,51.9941484,4.3611211,2595419299
16067,35,Oliemolen,51.9991244,4.3383368,2595419300
16068,35,Oude Veiling,52.0002837,4.3344746,2595419301
16069,35,Papsouwselaan,52.0009521,4.3545212,2595419302
16070,35,Pijperring,51.9913227,4.3453950,2595419303
16071,35,Poptahof Noord,52.0005225,4.3523166,2595419304
16072,35,Raad van Europalaan,51.9872326,4.3491930,2595419305
16073,35,Roland Holstlaan,51.9962150,4.3539596,2595419306
16074,35,Rooseveltlaan,51.9890894,4.3484203,2595419307
16075,35,Schoolstraat,51.9982820,4.3333765,2595419308
16076,35,Schubertlaan,51.9923264,4.3412737,2595419309
16077,35,Strawinskylaan,51.9939708,4.3362154,2595419310
16078,35,Sweelinckstraat,51.9929521,4.3456261,2595419311
16079,35,Taj Mahalplaats,51.9984307,4.3517031,2595419312
16080,35,Troelstralaan,51.9976613,4.3529364,2595419313
16081,35,Van Hasseltlaan,51.9893336,4.3436055,2595419314
16082,35,Van Rijslaan,51.9892107,4.3359938,2595419315
16083,35,Van der Horststraat,51.9933218,4.3478898,2595419316
16084,35,Van der Kamlaan,51.9885889,4.3396125,2595419317
16085,35,Van der Veensingel,51.9884523,4.3356330,2595419318
16086,35,Vulcanusweg,51.9982660,4.3596972,2595419319
16087,35,Wagenaarstraat,51.9931312,4.3467509,2595419320
16088,35,Westlandseweg,52.0021139,4.3542456,2595419321
16089,35,Wielengahof,51.9864594,4.3391612,2595419322
16090,35,Wilhelminalaan,51.9872742,4.3424304,2595419323
16091,35,Willem Bilderdijkhof,51.9957324,4.3555175,2595419324
16092,35,Zagwijnpad,51.9904592,4.3455757,2595419325
16093,35,Zjoekowlaan,51.9884532,4.3466766,2595419326
16094,350,Aart van der Leeuwlaan,51.9931829,4.3514936,2595419327
16095,350,Hendrik Tollensstraat,51.9964682,4.3564497,2595419330
16096,350,Mozartlaan,51.9946769,4.3339624,2595419331
16097,350,Papsouwselaan,51.9986396,4.3538286,2595419332
16098,350,Pijperring,51.9917473,4.3468281,2595419334
16099,350,Poptahof Noord,52.0001513,4.3490060,2595419338
16100,350,Reinier de Graafweg,51.9983619,4.3373033,2595419343
16101,350,Van Hasseltlaan,51.9892913,4.3435588,2595419347
16102,351,Chopinlaan,51.9943981,4.3403646,2595419348
16103,351,Isaäc da Costalaan,51.9960941,4.3600758,2595419351
16104,351,Pijperring,51.9917563,4.3469012,2595419356
16105,351,Poptahof Noord,52.0001511,4.3490060,2595419361
16106,351,Roland Holstlaan,51.9961923,4.3539815,2595419367
16107,351,Van Hasseltlaan,51.9892911,4.3435587,2595419372
16108,352,Aart van der Leeuwlaan,51.9931828,4.3514935,2595419377
16109,352,Hendrik Tollensstraat,51.9964680,4.3564498,2595419392
16110,352,Mozartlaan,51.9946769,4.3339622,2595419397
16111,352,Papsouwselaan,51.9986397,4.3538287,2595419402
16112,352,Pijperring,51.9917704,4.3469742,2595419408
16113,352,Poptahof Noord,52.0001509,4.3490061,2595419427
16114,352,Reinier de Graafweg,51.9983618,4.3373031,2595419432
16115,352,Van Hasseltlaan,51.9892910,4.3435585,2595419437
16116,353,Buitenwatersloot,52.0023362,4.3408017,2595419443
16117,353,Chopinlaan,51.9943981,4.3403644,2595419448
16118,353,Isaäc da Costalaan,51.9960939,4.3600759,2595419453
16119,353,Pijperring,51.9917810,4.3470418,2595419458
16120,353,Poptahof Noord,52.0001507,4.3490061,2595419471
16121,353,Roland Holstlaan,51.9961921,4.3539816,2595419476
16122,353,Van Hasseltlaan,51.9892909,4.3435584,2595419481
16123,354,Aart van der Leeuwlaan,51.9931826,4.3514934,2595419486
16124,354,Hendrik Tollensstraat,51.9964678,4.3564499,2595419497
16125,354,Mozartlaan,51.9946768,4.3339621,2595419503
16126,354,Papsouwselaan,51.9986399,4.3538287,2595419509
16127,354,Pijperring,51.9917934,4.3471176,2595419515
16128,354,Poptahof Noord,52.0001505,4.3490062,2595419524
16129,354,Reinier de Graafweg,51.9983617,4.3373030,2595419532
16130,354,Van Hasseltlaan,51.9892907,4.3435582,2595419540
16131,355,Buitenwatersloot,52.0022966,4.3406727,2595419548
16132,355,Chopinlaan,51.9943981,4.3403642,2595419554
16133,355,Isaäc da Costalaan,51.9960937,4.3600761,2595419557
16134,355,Pijperring,51.9918058,4.3471879,2595419560
16135,355,Poptahof Noord,52.0001504,4.3490062,2595419564
16136,355,Roland Holstlaan,51.9961920,4.3539818,2595419569
16137,355,Van Hasseltlaan,51.9892906,4.3435581,2595419573
16138,356,Aart van der Leeuwlaan,51.9931824,4.3514933,2595419577
16139,356,Hendrik Tollensstraat,51.9964676,4.3564500,2595419603
16140,356,Mozartlaan,51.9946767,4.3339619,2595419604
16141,356,Papsouwselaan,51.9986401,4.3538288,2595419605
16142,356,Pijperring,51.9918165,4.3472555,2595419609
16143,356,Poptahof Noord,52.0001502,4.3490063,2595419613
16144,356,Reinier de Graafweg,51.9983147,4.3370331,2595419618
16145,356,Van Hasseltlaan,51.9892904,4.3435579,2595419623
16146,357,Buitenwatersloot,52.0022440,4.3405181,2595419628
16147,357,Isaäc da Costalaan,51.9960936,4.3600762,2595419633
16148,357,Pijperring,51.9918288,4.3473285,2595419638
16149,357,Poptahof Noord,52.0001500,4.3490063,2595419643
16150,357,Roland Holstlaan,51.9961918,4.3539819,2595419645
16151,357,Van Hasseltlaan,51.9892903,4.3435578,2595419646
16152,358,Aart van der Leeuwlaan,51.9931823,4.3514932,2595419647
16153,358,Hendrik Tollensstraat,51.9964674,4.3564500,2595419650
16154,358,Mozartlaan,51.9946767,4.3339617,2595419651
16155,358,Papsouwselaan,51.9986403,4.3538288,2595419652
16156,358,Pijperring,51.9918412,4.3473988,2595419653
16157,358,Poptahof Noord,52.0001498,4.3490064,2595419654
16158,358,Reinier de Graafweg,51.9983146,4.3370329,2595419659
16159,358,Van Hasseltlaan,51.9892902,4.3435576,2595419664
